Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,15486.39,15371.02,14487.43,13386.23,12486.59,11853.0,11175.03,10441.93,9455.22,8953.86,8327.28,7843.23,7337.05,7228.59,6595.13,5811.68,5934.17,5803.89,5746.97,5887.36,6475.44,6303.56,5696.63,5297.78,4886.54,4657.9,4045.35,3791.34,3534.76,3540.63,3086.24,3150.47,2460.73,2527.11,2180.2,2165.91,1801.7,1971.71,1592.09,1571.64,1353.19,1416.43,1170.25,1180.1,1003.23,1027.42,874.2,883.7,780.29,791.68
Other Operating Income,310.57,--,--,336.88,273.9,247.23,232.83,222.17,260.97,259.67,275.35,301.45,280.03,294.48,213.1,104.22,72.01,41.52,36.2,13.27,35.65,--,--,--,--,--,--,--,--,--,--,--,204.29,174.86,166.81,120.49,114.53,89.65,87.84,74.57,76.24,60.12,61.96,63.51,67.9,42.9,87.45,44.62,51.96,33.0
Total Income From Operations,15796.96,15371.02,14487.43,13723.11,12760.49,12100.23,11407.86,10664.1,9716.19,9213.53,8602.63,8144.68,7617.08,7523.07,6808.23,5915.9,6006.18,5845.41,5783.17,5900.63,6511.09,6303.56,5696.63,5297.78,4886.54,4657.9,4045.35,3791.34,3534.76,3540.63,3086.24,3150.47,2665.02,2701.97,2347.01,2286.4,1916.23,2061.36,1679.93,1646.21,1429.43,1476.55,1232.21,1243.61,1071.13,1070.32,961.65,928.32,832.25,824.68
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,1783.53,1808.79,1683.37,1631.59,1503.49,1527.22,1452.45,1366.31,1216.83,1163.87,1124.74,1058.62,905.0,920.13,848.06,548.69,686.21,612.43,461.18,482.6,562.51,650.56,560.67,522.84,480.96,453.03,403.81,391.67,387.54,369.52,336.16,308.19,264.37,252.52,212.99,201.79,164.67,170.53,149.84,144.59,117.2,119.79,105.93,107.81,92.89,89.16,80.84,77.92,65.03,63.35
Depreciation,235.99,204.56,195.66,185.77,178.69,161.91,145.21,143.32,122.53,108.31,110.82,102.11,96.1,88.8,87.58,82.43,84.91,73.25,67.11,76.98,80.72,69.72,63.79,56.47,38.93,37.89,31.85,28.7,29.25,26.76,24.07,21.88,19.71,17.72,17.75,15.98,17.14,15.09,12.61,11.5,9.54,9.89,8.4,7.77,14.19,6.15,4.95,3.9,5.25,3.58
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,2300.22,2007.98,1903.3,1671.36,1277.51,1247.52,1058.55,988.61,802.59,810.97,704.86,748.04,663.73,994.64,1239.29,1724.4,1200.81,1244.95,1634.99,1640.53,1865.17,816.96,581.25,541.77,--,444.6,--,321.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,1669.63,1617.23,1518.54,1432.99,1377.48,1257.35,1211.7,1149.88,1132.18,1135.29,1121.72,1055.3,948.1,940.04,976.9,648.07,743.54,625.03,572.89,532.88,745.61,730.37,679.58,642.5,998.07,565.68,800.9,464.23,849.11,799.91,742.83,831.06,715.46,628.64,552.78,548.45,466.8,509.51,415.49,400.26,361.95,370.26,284.31,310.14,261.14,282.07,243.41,252.31,208.35,203.84
"P/L Before Other Inc. , Int., Excpt. Items & Tax",9807.59,9732.46,9186.56,8801.4,8423.32,7906.23,7539.95,7015.98,6442.06,5995.09,5540.49,5180.61,5004.15,4579.46,3656.4,2912.31,3290.71,3289.75,3047.0,3167.64,3257.08,4035.95,3811.34,3534.2,3368.58,3156.7,2808.79,2585.69,2268.86,2344.44,1983.18,1989.34,1665.48,1803.09,1563.49,1520.18,1267.62,1366.23,1101.99,1089.86,940.74,976.61,833.57,817.89,702.91,692.94,632.45,594.19,553.62,553.91
Other Income,11.44,22.89,4.36,2.63,3.94,3.39,2.12,1.59,1.9,1.08,3.63,1.67,3.11,2.48,0.55,1.06,4.16,2.26,6.65,1.1,4.07,14.94,1.07,7.03,1.22,6.64,48.04,4.85,22.47,2.66,16.09,14.04,7.91,27.11,18.97,14.66,27.2,8.26,20.64,9.63,15.62,8.84,9.62,2.35,23.89,11.58,2.33,4.11,11.21,3.55
"P/L Before Int., Excpt. Items & Tax",9819.03,9755.35,9190.92,8804.03,8427.26,7909.62,7542.07,7017.57,6443.96,5996.17,5544.12,5182.28,5007.26,4581.94,3656.95,2913.37,3294.87,3292.01,3053.65,3168.74,3261.15,4050.89,3812.41,3541.23,3369.8,3163.34,2856.83,2590.54,2291.33,2347.1,1999.27,2003.38,1673.39,1830.2,1582.46,1534.84,1294.82,1374.49,1122.63,1099.49,956.36,985.45,843.19,820.24,726.8,704.52,634.78,598.3,564.83,557.46
Interest,4914.16,4777.29,4544.31,4201.59,3860.8,3618.32,3351.26,3013.06,2614.21,2455.89,2208.93,2005.99,1947.8,1972.1,1889.33,1763.9,1723.27,1870.24,1868.11,1984.77,2056.34,2051.64,1952.38,1797.19,1644.22,1578.64,1428.19,1294.17,1192.13,1170.88,1143.76,1077.95,983.69,980.2,956.16,883.31,805.83,749.3,694.67,677.06,611.81,592.39,544.46,499.64,450.05,409.67,382.08,331.44,326.46,320.86
P/L Before Exceptional Items & Tax,4904.87,4978.06,4646.61,4602.44,4566.46,4291.3,4190.81,4004.51,3829.75,3540.28,3335.19,3176.29,3059.46,2609.84,1767.62,1149.47,1571.6,1421.77,1185.54,1183.97,1204.81,1999.25,1860.03,1744.04,1725.58,1584.7,1428.64,1296.37,1099.2,1176.22,855.51,925.43,689.7,850.0,626.3,651.53,488.99,625.19,427.96,422.43,344.55,393.06,298.73,320.6,276.75,294.85,252.7,266.86,238.37,236.6
Exceptional Items,--,--,2544.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
P/L Before Tax,4904.87,4978.06,7190.72,4602.44,4566.46,4291.3,4190.81,4004.51,3829.75,3540.28,3335.19,3176.29,3059.46,2609.84,1767.62,1149.47,1571.6,1421.77,1185.54,1183.97,1204.81,1999.25,1860.03,1744.04,1725.58,1584.7,1428.64,1296.37,1099.2,1176.22,855.51,925.43,689.7,850.0,626.3,651.53,488.99,625.19,427.96,422.43,344.55,393.06,298.73,320.6,276.75,294.85,252.7,266.86,238.37,236.6
Tax,964.43,1272.25,1577.01,1200.9,1164.55,1113.91,1085.06,1045.45,992.39,916.06,862.95,820.37,791.51,675.99,461.85,306.55,410.75,373.19,308.96,314.47,313.24,511.1,483.36,619.31,611.99,561.97,508.36,462.64,378.25,409.41,298.61,323.39,240.55,294.35,218.54,227.54,173.95,216.73,148.57,146.8,113.57,134.68,101.58,109.24,94.66,100.71,85.66,91.12,74.56,76.51
P/L After Tax from Ordinary Activities,3940.44,3705.81,5613.71,3401.54,3401.91,3177.39,3105.75,2959.06,2837.36,2624.22,2472.24,2355.92,2267.95,1933.85,1305.77,842.92,1160.85,1048.58,876.58,869.5,891.57,1488.15,1376.67,1124.73,1113.59,1022.73,920.28,833.73,720.95,766.81,556.9,602.04,449.15,555.65,407.76,423.99,315.04,408.46,279.39,275.63,230.98,258.38,197.15,211.36,182.09,194.14,167.04,175.74,163.81,160.09
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,3940.44,3705.81,5613.71,3401.54,3401.91,3177.39,3105.75,2959.06,2837.36,2624.22,2472.24,2355.92,2267.95,1933.85,1305.77,842.92,1160.85,1048.58,876.58,869.5,891.57,1488.15,1376.67,1124.73,1113.59,1022.73,920.28,833.73,720.95,766.81,556.9,602.04,449.15,555.65,407.76,423.99,315.04,408.46,279.39,275.63,230.98,258.38,197.15,211.36,182.09,194.14,167.04,175.74,163.81,160.09
Equity Share Capital,124.17,123.76,123.73,123.7,123.6,123.54,121.06,121.03,120.89,120.86,120.82,120.73,120.66,120.6,120.51,120.46,120.32,120.52,120.13,120.08,119.99,119.97,115.55,115.49,115.37,115.31,115.29,115.59,115.03,114.98,114.95,109.98,109.98,109.59,107.74,53.87,53.87,53.63,53.63,53.63,50.15,50.15,50.14,50.14,50.14,49.78,49.78,49.78,49.78,42.81
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
