Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,1289.5,1305.4,1208.8,1295.4,1212.55,1374.84,1080.09,1117.01,1112.3,1083.11,1001.39,1058.78,958.35,939.93,956.69,1041.16,896.75,888.09,856.45,1003.92,906.36,835.6,848.92,934.63,882.83,834.8,877.84,985.43,929.34,905.81,1002.93,1023.64,864.71,953.46,907.82,1010.32,915.03,893.62,832.51,887.27,818.3,806.27,809.58,906.95,763.55,827.36,825.04,743.52,739.46,726.16
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Total Income From Operations,1289.5,1305.4,1208.8,1295.4,1212.55,1374.84,1080.09,1117.01,1112.3,1083.11,1001.39,1058.78,958.35,939.93,956.69,1041.16,896.75,888.09,856.45,1003.92,906.36,835.6,848.92,934.63,882.83,834.8,877.84,985.43,929.34,905.81,1002.93,1023.64,864.71,953.46,907.82,1010.32,915.03,893.62,832.51,887.27,818.3,806.27,809.58,906.95,763.55,827.36,825.04,743.52,739.46,726.16
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,533.0,556.9,518.5,482.1,491.68,480.62,478.17,467.41,453.74,461.91,449.66,406.61,408.55,359.43,360.3,326.28,331.2,302.44,304.12,306.56,309.26,294.25,299.4,288.0,277.21,298.63,313.96,299.81,498.4,422.18,473.25,464.85,430.17,449.97,453.87,476.85,417.18,441.72,410.71,421.25,392.75,412.6,411.96,380.06,382.14,443.13,387.44,363.52,372.56,360.61
Depreciation,14.5,14.5,15.6,15.2,14.82,15.07,15.32,14.55,14.45,14.52,15.04,14.38,14.73,17.18,18.21,17.86,18.21,20.12,21.06,20.82,21.08,21.09,20.03,20.98,15.42,11.06,11.5,12.21,13.93,13.49,14.79,15.16,15.55,15.66,17.27,18.32,12.43,11.72,12.21,13.41,16.83,14.58,15.2,16.83,16.08,16.16,16.0,16.11,15.0,14.78
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,79.2,94.9,87.9,96.4,102.84,108.36,100.8,96.2,85.96,88.54,75.61,81.39,56.41,67.17,48.06,74.42,38.09,64.72,49.4,92.28,96.76,82.85,88.23,136.15,149.33,103.2,111.88,129.22,147.36,142.76,119.33,137.97,157.61,112.96,147.96,137.45,162.46,121.77,110.48,137.86,119.15,109.42,103.32,110.67,105.0,100.15,110.3,93.55,79.38,96.87
"P/L Before Other Inc. , Int., Excpt. Items & Tax",662.8,639.1,586.8,701.7,603.21,770.78,485.8,538.86,558.14,518.13,461.09,556.41,478.67,496.16,530.11,622.61,509.25,500.81,481.88,584.26,479.26,437.41,441.27,489.5,440.87,421.92,440.5,544.18,269.67,327.39,395.57,405.67,261.38,374.87,288.72,377.7,322.96,318.41,299.11,314.75,289.57,269.67,279.1,399.39,260.33,267.92,311.3,270.34,272.52,253.9
Other Income,1579.7,33.9,87.6,19.8,47.32,80.39,36.44,75.48,139.94,50.69,30.45,31.55,184.82,26.98,16.26,27.96,29.06,26.67,22.83,37.93,44.79,51.81,34.68,37.89,42.83,17.97,42.95,35.2,41.67,14.84,14.11,18.01,18.0,38.66,59.64,47.37,57.63,29.64,52.09,73.51,7.05,71.58,148.67,148.6,151.69,150.91,159.49,158.83,104.01,119.47
"P/L Before Int., Excpt. Items & Tax",2242.5,673.0,674.4,721.5,650.52,851.17,522.24,614.33,698.08,568.82,491.54,587.96,663.49,523.14,546.37,650.57,538.31,527.48,504.71,622.19,524.05,489.22,475.94,527.39,483.7,439.89,483.45,579.38,311.33,342.23,409.68,423.68,279.38,413.53,348.36,425.07,380.59,348.05,351.2,388.26,296.62,341.25,427.77,547.99,412.02,418.83,470.79,429.17,376.53,373.37
Interest,0.5,0.2,0.3,0.3,0.3,0.63,0.56,0.63,0.72,0.78,0.83,0.89,0.26,3.59,2.53,1.04,1.02,1.19,1.24,1.36,3.01,1.59,1.67,1.75,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
P/L Before Exceptional Items & Tax,2242.0,672.8,674.1,721.2,650.23,850.55,521.68,613.71,697.36,568.05,490.71,587.08,663.23,519.55,543.84,649.53,537.29,526.28,503.48,620.83,521.04,487.63,474.27,525.64,483.7,439.89,483.45,579.38,311.33,342.23,409.68,423.68,279.38,413.53,348.36,425.07,380.59,348.05,351.2,388.26,296.62,341.25,427.77,547.99,412.02,418.83,470.79,429.17,376.53,373.37
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,88.28,-62.83,190.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
