Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,2448.74,2032.88,2072.51,2877.46,2322.73,1778.34,1636.42,2533.43,1464.5,1533.8,1359.75,1831.59,1212.29,928.45,719.32,1238.11,1282.97,1010.43,1001.65,1376.34,1421.0,804.94,507.61,1152.18,1041.27,1251.25,1320.42,1135.89,1359.02,1225.21,1237.13,1600.59,925.26,569.5,1147.25,786.62,573.91,968.51,1295.28,1708.62,1183.38,1181.92,651.68,1192.51,1068.69,1345.88,1260.53,1605.46,1604.36,1605.84
Other Operating Income,--,--,--,--,--,--,--,--,--,--,25.19,--,--,--,--,--,27.24,44.27,37.44,54.55,31.98,26.25,30.72,54.43,69.71,39.6,46.22,55.28,65.76,75.86,60.98,87.19,58.52,39.88,34.15,31.6,25.07,49.03,55.37,74.29,72.55,76.5,--,--,--,--,--,--,--,--
Total Income From Operations,2448.74,2032.88,2072.51,2877.46,2322.73,1778.34,1636.42,2533.43,1464.5,1533.8,1384.94,1831.59,1212.29,928.45,719.32,1238.11,1310.21,1054.7,1039.09,1430.89,1452.98,831.19,538.33,1206.61,1110.98,1290.85,1366.64,1191.17,1424.78,1301.07,1298.11,1687.78,983.78,609.38,1181.4,818.22,598.98,1017.54,1350.65,1782.91,1255.93,1258.42,651.68,1192.51,1068.69,1345.88,1260.53,1605.46,1604.36,1605.84
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,1566.89,1727.1,1671.17,2166.02,2004.75,1327.38,693.92,2221.85,1180.64,1121.17,964.79,1458.64,881.16,765.87,428.48,693.9,633.88,562.88,509.49,1040.58,1160.03,1124.98,432.06,565.72,1057.32,1057.55,1066.68,1061.41,903.93,1186.9,920.62,1134.73,755.47,370.99,584.15,435.6,306.91,618.08,784.29,851.11,710.06,1014.3,526.2,639.72,559.04,531.36,861.84,1476.2,810.03,860.28
Purchase of Traded Goods,--,--,0.12,10.64,--,8.35,19.17,13.42,6.42,27.03,156.01,77.32,13.24,13.57,5.79,9.11,0.96,2.59,2.56,--,--,--,--,--,--,--,5.57,--,--,--,7.66,--,--,73.92,272.95,181.31,189.54,26.59,273.88,612.76,206.27,86.04,38.3,279.17,141.68,24.54,49.92,163.0,272.61,400.15
Increase/Decrease in Stocks,230.89,-229.94,-130.54,208.03,-152.34,34.19,551.9,-375.04,-86.14,72.08,14.17,-40.19,68.94,-80.65,23.04,144.44,264.99,132.05,180.47,-126.13,-130.99,-558.87,-49.92,438.75,-234.83,-78.99,-29.41,-197.56,219.73,-136.38,-8.56,118.89,-107.43,-30.3,-19.65,-14.08,-33.14,58.37,-15.23,-20.83,100.04,-65.56,-17.43,-6.69,106.9,380.29,18.64,-400.21,193.96,-3.09
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,79.59,82.2,68.99,64.01,69.18,64.48,46.84,54.2,49.15,43.69,43.16,61.51,49.23,43.88,39.3,46.65,42.17,42.65,43.92,52.34,50.05,51.2,45.6,58.6,49.18,51.21,41.5,39.61,49.8,46.12,44.41,48.53,47.24,47.07,41.68,45.45,46.36,57.05,44.92,46.53,58.34,44.07,40.39,28.08,39.62,34.36,44.7,56.08,50.86,54.63
Depreciation,42.91,44.26,43.76,43.47,43.45,39.84,22.53,27.79,28.31,26.35,26.53,29.32,25.9,25.21,25.68,26.09,24.68,22.8,23.77,30.17,31.69,33.8,27.74,25.2,57.64,57.91,59.41,55.86,59.12,62.25,60.3,61.92,64.09,61.4,56.84,61.43,58.59,63.91,63.6,67.84,60.93,50.5,63.51,50.65,59.57,58.0,57.35,58.67,59.01,55.39
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,303.59,262.06,256.08,293.55,292.01,273.97,161.85,229.67,171.82,196.92,136.29,192.47,93.23,130.32,144.48,217.17,200.64,142.51,199.61,334.33,202.8,179.05,161.21,367.57,192.18,266.16,230.0,202.08,164.3,166.26,120.8,143.83,137.08,132.13,208.8,140.45,118.12,175.73,167.76,119.6,113.68,126.24,76.19,73.76,172.33,329.23,311.95,163.34,219.7,207.98
