Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,551.59,604.7,715.71,671.15,674.3,670.59,708.31,800.5,817.77,685.3,729.98,750.24,689.16,544.4,527.25,525.7,487.77,445.27,350.4,525.24,584.91,569.15,550.36,485.87,452.31,432.71,421.02,392.95,371.14,354.97,337.36,320.73,275.58,299.07,310.13,335.83,313.7,334.45,336.37,330.06,302.01,359.67,320.13,354.65,333.82,310.92,257.98,305.08,249.16,243.28
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4.71,4.28,3.5,3.57,4.92,4.97,3.53,1.95,2.42,4.32,4.05,4.52,5.96,4.62,3.66,3.74,5.45,2.91,5.25
Total Income From Operations,551.59,604.7,715.71,671.15,674.3,670.59,708.31,800.5,817.77,685.3,729.98,750.24,689.16,544.4,527.25,525.7,487.77,445.27,350.4,525.24,584.91,569.15,550.36,485.87,452.31,432.71,421.02,392.95,371.14,354.97,337.36,325.44,279.86,302.57,313.7,340.75,318.67,337.98,338.32,332.48,306.34,363.72,324.65,360.61,338.44,314.58,261.72,310.53,252.07,248.53
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,338.11,374.88,367.41,355.82,371.2,354.79,394.31,415.93,505.27,401.66,402.3,409.86,354.44,273.85,268.68,237.58,210.73,181.74,148.2,194.51,241.56,220.75,227.86,268.29,262.83,240.16,256.57,235.24,214.44,195.98,194.27,184.2,158.19,173.48,190.13,185.5,189.46,204.06,217.27,184.93,195.1,255.74,207.68,237.67,227.47,211.0,172.41,195.85,168.91,156.36
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.26,0.81,6.91,1.87,--,9.36,21.8,11.27,6.37
Increase/Decrease in Stocks,-26.13,-57.54,33.02,28.66,1.74,11.47,-15.46,41.38,-57.26,-39.57,-0.03,-43.06,0.98,-8.59,-34.82,-5.62,5.55,-1.2,-6.09,20.69,-12.81,-4.8,0.22,-18.38,-10.97,-14.7,-7.62,-1.27,4.29,4.87,-3.99,11.93,3.25,-5.12,-9.64,10.9,-6.79,0.56,-11.22,29.42,-2.62,-24.21,8.94,-11.23,-6.63,-6.63,-10.45,9.17,-5.71,12.83
Power & Fuel,55.58,--,56.24,--,51.49,--,--,58.46,--,--,--,--,--,--,--,40.76,--,--,24.31,33.21,37.89,--,35.35,33.02,36.77,39.27,31.88,31.34,30.01,29.77,28.76,28.14,19.24,28.3,26.76,27.55,27.86,31.55,31.19,27.14,28.51,31.56,28.71,28.66,26.83,31.04,24.05,24.68,23.7,20.73
Employees Cost,64.75,70.06,69.79,66.57,60.22,61.08,62.49,58.63,59.06,55.25,56.65,50.41,49.96,45.73,50.64,42.04,42.66,46.23,50.51,43.33,46.19,41.41,44.04,39.92,41.71,40.34,36.63,32.99,34.62,32.99,31.46,29.05,31.81,29.32,32.02,29.39,29.24,29.65,27.81,24.31,25.38,25.95,24.45,23.44,23.39,20.95,19.48,16.54,13.55,17.03
Depreciation,24.67,25.37,24.48,24.06,22.35,20.59,19.79,20.59,19.52,18.2,17.85,18.73,18.52,17.78,17.51,21.1,17.1,14.4,14.28,20.69,19.87,19.77,17.6,13.75,13.32,13.18,12.63,13.38,12.97,13.26,12.34,10.67,10.64,10.47,10.51,10.27,9.9,9.8,9.49,9.21,9.22,9.01,8.57,7.97,7.51,7.43,6.75,4.98,4.68,4.54
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,77.49,142.39,92.52,135.67,77.53,125.49,141.67,79.62,150.42,127.95,131.84,128.1,125.19,91.91,100.6,55.28,82.7,81.58,35.86,49.32,58.61,98.66,58.15,54.23,55.75,59.04,47.48,45.7,35.72,38.94,36.33,32.78,36.64,40.56,35.37,40.78,37.65,31.33,35.31,29.34,24.93,34.55,26.21,36.94,34.49,33.04,29.52,21.74,22.54,18.74
"P/L Before Other Inc. , Int., Excpt. Items & Tax",17.12,49.55,72.25,60.37,89.77,97.17,105.51,125.89,140.76,121.81,121.37,186.2,140.07,123.72,124.64,134.56,129.03,122.52,83.33,163.49,193.6,193.36,167.14,95.05,52.91,55.41,43.46,35.58,39.1,39.17,38.19,28.68,20.09,25.56,28.53,36.36,31.36,31.02,28.49,28.13,25.8,29.85,19.29,30.25,23.53,17.76,10.59,15.76,13.12,11.92
Other Income,7.68,109.66,13.73,17.36,10.72,89.36,10.3,9.88,11.69,70.52,9.49,8.56,10.28,6.67,43.47,2.82,3.15,2.46,4.86,0.76,1.87,2.7,3.43,1.9,5.49,0.33,0.8,6.45,0.63,1.32,1.97,0.3,0.35,1.0,2.29,0.79,0.25,0.3,0.2,0.2,0.26,0.29,0.33,0.71,0.27,0.42,0.36,0.24,0.33,0.66
"P/L Before Int., Excpt. Items & Tax",24.8,159.2,85.98,77.73,100.49,186.53,115.81,135.77,152.45,192.33,130.86,194.76,150.35,130.39,168.11,137.38,132.18,124.98,88.19,164.25,195.47,196.06,170.57,96.95,58.4,55.74,44.26,42.03,39.74,40.5,40.16,28.98,20.44,26.56,30.82,37.15,31.61,31.32,28.69,28.33,26.06,30.13,19.62,30.96,23.8,18.18,10.96,16.0,13.46,12.58
Interest,0.95,0.87,0.95,0.81,0.4,0.28,0.6,0.46,0.47,0.32,0.32,0.46,0.42,0.4,0.32,0.23,0.42,0.59,2.88,4.54,4.38,5.01,6.39,9.92,10.35,11.68,10.9,11.13,9.02,10.74,9.46,8.3,9.32,4.9,8.37,7.78,9.07,10.58,10.02,8.08,11.09,10.05,7.19,5.73,7.03,7.47,5.52,2.57,2.85,1.01
P/L Before Exceptional Items & Tax,23.85,158.34,85.03,76.92,100.09,186.25,115.21,135.31,151.98,192.01,130.54,194.3,149.93,129.99,167.79,137.15,131.76,124.39,85.31,159.71,191.09,191.05,164.18,87.03,48.05,44.06,33.36,30.9,30.72,29.76,30.71,20.68,11.12,21.66,22.44,29.38,22.54,20.74,18.67,20.25,14.97,20.08,12.44,25.23,16.77,10.71,5.44,13.44,10.61,11.57
Exceptional Items,--,--,--,79.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4.2,--,--,70.77,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.95
P/L Before Tax,23.85,158.34,85.03,156.72,100.09,186.25,115.21,135.31,151.98,192.01,130.54,194.3,149.93,129.99,167.79,137.15,131.76,124.39,85.31,159.71,191.09,191.05,164.18,87.03,48.05,44.06,33.36,30.9,30.72,29.76,30.71,24.88,11.12,21.66,93.22,29.38,22.54,20.74,18.67,20.25,14.97,20.08,12.44,25.23,16.77,10.71,5.44,13.44,10.61,10.62
Tax,6.6,16.06,21.99,41.04,25.58,28.83,29.39,34.74,38.82,33.48,33.41,51.6,37.89,33.44,32.87,36.05,33.83,32.31,21.7,43.45,49.21,12.43,56.9,30.46,16.43,16.0,11.58,10.58,10.37,7.07,10.6,4.12,3.11,6.25,25.36,8.81,6.09,5.96,5.31,5.02,2.24,4.28,2.76,9.37,5.42,3.24,1.79,4.02,1.48,3.45
P/L After Tax from Ordinary Activities,17.25,142.28,63.04,115.68,74.51,157.42,85.82,100.57,113.16,158.53,97.13,142.7,112.04,96.55,134.92,101.1,97.93,92.08,63.61,116.26,141.88,178.62,107.28,56.57,31.62,28.07,21.78,20.32,20.34,22.69,20.1,20.76,8.01,15.41,67.86,20.56,16.45,14.78,13.36,15.23,12.73,15.81,9.67,15.86,11.35,7.48,3.64,9.42,9.13,7.17
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
