Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,2321.36,1998.36,2114.68,2472.95,2131.53,1822.66,1888.02,2273.18,1764.47,1611.04,1679.55,2436.65,1706.86,1580.86,1426.19,1118.02,1543.48,1289.74,900.63,506.88,1424.17,1453.28,1578.57,2048.53,1629.4,1451.17,1525.95,1865.91,1469.28,1197.1,1276.44,1674.21,1112.7,979.23,990.32,1485.67,1212.49,1035.18,1020.73,1368.03,1045.23,895.75,959.86,1278.85,973.9,859.11,752.2,1208.33,931.92,771.2
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,45.79,48.23,76.65,--,61.73,51.54,84.81,116.39,104.67,125.81,165.73,104.15,93.7,93.18,150.93,71.7,67.48
Total Income From Operations,2321.36,1998.36,2114.68,2472.95,2131.53,1822.66,1888.02,2273.18,1764.47,1611.04,1679.55,2436.65,1706.86,1580.86,1426.19,1118.02,1543.48,1289.74,900.63,506.88,1424.17,1453.28,1578.57,2048.53,1629.4,1451.17,1525.95,1865.91,1469.28,1197.1,1276.44,1674.21,1112.7,1025.02,1038.55,1562.32,1212.49,1096.91,1072.27,1452.84,1161.62,1000.42,1085.67,1444.58,1078.05,952.81,845.38,1359.26,1003.62,838.68
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,1260.51,1134.2,1191.11,1359.83,1220.54,1009.59,1047.01,1298.72,1108.91,888.06,904.17,1332.07,838.94,730.47,629.08,515.45,742.22,602.97,413.99,213.38,653.85,633.82,711.64,975.55,786.29,604.23,647.47,889.15,692.67,542.74,537.74,731.72,555.94,487.18,465.13,714.37,580.19,452.92,424.31,639.61,504.21,370.09,411.43,583.1,424.82,387.52,343.3,570.08,441.44,344.1
Purchase of Traded Goods,58.07,33.23,53.86,36.58,25.63,33.16,25.71,33.75,9.94,31.48,15.78,35.27,48.47,51.57,53.3,42.48,21.67,17.28,27.59,7.17,55.92,52.64,38.99,47.42,47.64,32.72,53.09,31.32,17.58,21.12,41.92,32.81,5.45,--,2.26,0.48,7.11,10.62,27.35,8.07,7.57,16.6,18.05,13.71,6.33,3.93,5.05,18.29,7.08,1.35
Increase/Decrease in Stocks,25.55,-30.93,-57.49,12.3,-4.05,-21.93,-25.51,18.59,-35.59,17.41,-24.1,-9.12,-11.51,8.91,5.82,19.67,-22.84,-25.32,-11.63,49.84,-10.41,1.26,5.42,-5.82,-27.56,40.3,-23.12,-64.09,-17.2,6.01,6.07,27.98,-19.69,-12.04,9.33,-7.44,-23.71,-4.92,12.14,5.42,-28.18,2.69,0.74,9.1,-0.33,-20.75,10.8,0.03,-8.71,0.79
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,139.11,166.91,173.86,130.25,124.26,108.46,117.16,146.99,116.26,102.37,94.22,148.7,125.13,146.7,134.07,113.46,133.21,124.13,109.85,115.1,127.87,125.42,123.38,123.1,123.52,110.88,102.64,106.82,109.73,95.75,101.17,87.98,88.91,84.97,88.47,89.74,85.95,82.36,90.64,75.34,86.05,70.62,77.98,66.32,74.8,59.57,69.77,56.64,81.48,56.24
Depreciation,56.66,61.29,57.08,57.66,57.71,51.77,50.84,51.32,50.65,50.16,51.98,57.53,53.18,52.94,55.64,55.15,62.27,57.84,61.22,50.52,73.37,73.53,68.86,69.21,63.9,66.54,65.63,63.71,64.75,64.96,65.04,64.85,83.31,69.75,70.21,63.68,63.84,61.53,59.82,58.32,53.06,55.09,49.49,49.75,51.7,51.36,47.68,46.93,47.28,41.93
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,116.73,123.42,182.71,--,110.15,116.3,168.61,335.32,303.08,329.46,171.31,283.87,267.07,272.72,350.88,249.27,247.03
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,651.89,553.81,526.5,649.25,623.17,547.81,539.06,552.35,511.5,495.07,470.37,664.68,445.5,469.64,438.32,331.54,407.94,397.23,320.4,217.05,464.69,419.39,506.68,579.34,528.28,415.16,427.63,502.3,458.28,378.85,367.64,475.37,380.97,220.22,228.78,292.43,437.02,269.75,266.51,307.42,134.65,115.84,123.3,348.49,138.35,106.44,105.99,113.07,140.26,104.7
"P/L Before Other Inc. , Int., Excpt. Items & Tax",129.57,79.85,169.76,227.08,84.27,93.8,133.75,171.46,2.8,26.49,167.13,207.52,207.15,120.63,109.96,40.27,199.01,115.61,-20.79,-146.18,58.88,147.22,123.6,259.73,107.33,181.34,252.61,336.7,143.47,87.67,156.86,253.5,17.81,58.21,50.95,226.35,62.09,114.5,75.2,190.05,68.94,66.41,75.22,202.8,98.51,97.67,-9.93,203.34,45.52,42.54
Other Income,7.85,10.08,10.52,7.25,26.32,24.06,12.23,10.32,11.63,12.97,14.31,10.36,12.98,6.04,4.55,6.09,11.57,4.62,32.6,1.41,0.61,3.45,1.89,3.16,10.62,2.1,3.7,15.28,4.75,0.77,1.2,6.26,4.25,32.95,0.79,14.51,29.86,17.93,24.16,16.74,6.19,11.95,7.09,12.36,13.59,3.99,3.4,3.4,20.03,2.93
"P/L Before Int., Excpt. Items & Tax",137.42,89.93,180.28,234.33,110.59,117.86,145.98,181.78,14.43,39.46,181.44,217.88,220.13,126.67,114.51,46.36,210.58,120.23,11.81,-144.77,59.49,150.67,125.49,262.89,117.95,183.44,256.31,351.98,148.22,88.44,158.06,259.76,22.06,91.16,51.74,240.86,91.95,132.43,99.36,206.79,75.13,78.36,82.31,215.16,112.1,101.66,-6.53,206.74,65.55,45.47
Interest,5.87,3.2,2.19,1.59,1.75,2.05,1.43,1.66,1.22,1.6,0.99,0.83,2.5,3.69,4.73,3.86,4.22,5.34,5.96,7.15,4.76,9.89,8.79,7.68,11.78,6.2,4.0,9.22,11.4,9.34,12.71,14.2,14.44,15.28,14.11,14.82,18.02,18.41,20.49,20.18,15.25,18.36,17.8,21.58,18.66,18.0,20.14,23.03,22.91,21.41
P/L Before Exceptional Items & Tax,131.55,86.73,178.09,232.74,108.84,115.81,144.55,180.12,13.21,37.86,180.45,217.05,217.63,122.98,109.78,42.5,206.36,114.89,5.85,-151.92,54.73,140.78,116.7,255.21,106.17,177.24,252.31,342.76,136.82,79.1,145.35,245.56,7.62,75.88,37.63,226.04,73.93,114.02,78.87,186.61,59.88,60.0,64.51,193.58,93.44,83.66,-26.67,183.71,42.64,24.06
Exceptional Items,--,-25.76,--,--,--,--,--,--,--,-33.12,--,--,--,--,--,--,-62.22,55.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
P/L Before Tax,131.55,60.97,178.09,232.74,108.84,115.81,144.55,180.12,13.21,4.74,180.45,217.05,217.63,122.98,109.78,42.5,144.14,169.89,5.85,-151.92,54.73,140.78,116.7,255.21,106.17,177.24,252.31,342.76,136.82,79.1,145.35,245.56,7.62,75.88,37.63,226.04,73.93,114.02,78.87,186.61,59.88,60.0,64.51,193.58,93.44,83.66,-26.67,183.71,42.64,24.06
