Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Interest Earned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(a) Int. /Disc. on Adv/Bills,5835.67,5904.92,5840.06,5719.12,5638.01,5354.71,5122.88,4971.88,4854.86,4619.39,4314.58,4033.58,3890.98,3842.42,3698.51,3663.0,3169.27,4474.56,4431.38,4566.76,4580.9,4749.49,5824.65,6106.15,6119.99,6248.4,5549.59,5004.66,4404.41,3846.15,3693.2,3534.48,3259.11,3157.5,3065.75,2840.06,2547.19,2420.97,2414.84,2328.48,2130.58,2071.01,1968.64,1845.86,1736.27,1665.98,1617.91,1519.82,1465.26,1393.6
(b) Income on Investment,1339.58,1416.82,1443.53,1494.55,1385.66,1264.68,1142.97,1164.95,1041.9,892.16,846.5,784.04,770.89,770.12,719.71,617.38,642.04,645.68,628.35,764.0,514.97,785.53,1421.35,1539.07,1532.73,1603.8,1561.03,1350.86,1179.44,1097.7,922.67,902.72,942.31,964.17,931.39,958.97,911.44,885.24,856.03,855.5,944.33,888.74,855.69,821.87,825.39,840.02,874.67,874.38,814.38,725.67
(c) Int. on balances With RBI,101.69,120.48,51.11,119.81,51.62,96.82,211.78,98.18,137.46,226.7,234.54,242.33,207.53,199.39,142.11,153.04,93.6,109.38,80.68,48.37,23.48,18.81,64.43,103.66,135.7,41.62,58.22,162.03,109.6,82.45,144.66,179.36,110.61,70.81,48.63,27.77,21.56,22.29,51.95,16.74,11.82,11.26,7.94,11.87,5.71,7.76,8.39,2.03,2.67,4.25
(d) Others,339.19,386.92,395.79,385.67,371.88,268.64,233.07,208.21,182.02,133.72,78.76,74.9,78.13,86.38,91.92,92.0,84.35,91.49,104.98,106.95,101.99,89.02,75.85,67.27,68.12,65.12,62.39,60.49,49.53,44.0,39.81,37.24,36.96,39.13,48.61,35.51,48.11,47.55,54.42,51.13,1.66,0.65,0.08,--,0.68,0.36,0.3,1.68,5.34,10.12
Other Income,1739.26,1512.01,1406.6,1198.99,1568.6,1194.6,1209.98,1141.12,1082.27,1143.21,919.73,781.43,881.69,733.72,778.05,1056.42,816.04,1197.26,706.75,620.66,597.25,625.66,945.93,1272.66,531.69,890.87,1473.45,1694.14,1420.97,1422.26,1248.44,1132.16,1257.39,998.35,887.85,900.52,802.81,746.07,618.1,545.17,590.44,536.81,505.62,425.61,445.52,387.88,446.12,442.06,379.38,313.19
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Expended,5339.77,5605.62,5530.05,5475.11,5294.15,4967.97,4785.61,4443.59,4110.92,3901.35,3483.02,3284.57,3128.05,3134.33,3140.01,3123.27,3002.59,2760.69,3272.02,3577.94,3947.64,4578.06,5200.37,5535.3,5350.61,5292.53,4813.68,4358.9,3588.74,3181.5,2915.25,2844.87,2709.29,2724.11,2648.21,2545.73,2286.86,2219.05,2268.77,2192.04,2111.32,2062.64,1975.95,1934.26,1848.46,1848.67,1829.16,1738.8,1649.53,1549.32
Employees Cost,1016.82,1003.87,1007.63,980.09,1025.97,910.89,891.74,945.68,854.07,857.4,824.1,827.13,771.89,732.67,705.8,645.33,573.85,600.87,612.0,643.66,638.98,640.24,659.17,661.48,659.82,625.36,593.97,590.62,546.67,533.38,562.76,546.11,496.83,467.46,433.38,407.37,352.84,342.64,312.78,288.54,261.86,254.1,238.98,224.72,203.83,194.06,185.34,201.17,174.15,161.96
Other Expenses,1684.42,1652.64,1624.14,1577.65,1793.18,1436.54,1442.0,1376.66,1444.62,1342.8,1296.59,1214.75,1155.05,1034.35,906.33,892.97,1043.98,871.27,708.09,738.29,1125.56,1056.62,1014.23,932.93,1054.41,941.56,930.59,867.95,893.11,775.87,664.1,690.78,709.28,584.58,514.68,502.96,465.94,410.8,394.65,408.17,368.15,329.0,305.9,302.0,280.84,244.59,220.0,220.04,209.47,172.1
Depreciation,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Operating Profit before Provisions and contingencies,1314.38,1079.02,975.27,885.29,902.47,864.05,801.33,818.41,888.9,913.63,790.4,589.83,774.23,730.68,678.16,920.27,184.88,2285.54,1360.03,1146.85,106.41,-6.42,1458.44,1959.1,1323.39,1990.36,2366.44,2454.71,2135.43,2001.81,1906.67,1704.2,1690.98,1453.81,1385.96,1306.77,1225.47,1149.63,1019.14,908.27,937.5,862.73,817.14,644.23,680.44,614.68,712.89,679.96,633.88,563.45
Provisions And Contingencies,318.07,258.68,297.1,211.77,470.86,554.74,500.38,360.3,617.56,844.75,582.81,174.73,271.04,374.64,377.37,644.43,5239.59,2198.84,1187.34,1086.61,4872.34,24765.73,1336.25,1784.11,3661.7,550.23,939.98,625.65,399.64,421.32,447.06,285.78,309.73,115.38,161.67,206.63,186.46,147.94,103.94,97.96,126.36,69.86,119.51,23.74,72.29,13.29,179.12,96.99,97.53,56.68
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
P/L Before Tax,996.31,820.34,678.17,673.52,431.61,309.31,300.95,458.11,271.34,68.88,207.59,415.1,503.19,356.04,300.79,275.84,-5054.71,86.7,172.69,60.24,-4765.93,-24772.15,122.19,174.99,-2338.31,1440.13,1426.46,1829.06,1735.79,1580.49,1459.61,1418.42,1381.25,1338.43,1224.29,1100.14,1039.01,1001.69,915.2,810.31,811.14,792.87,697.63,620.49,608.15,601.39,533.77,582.97,536.35,506.77
Tax,258.19,208.07,125.13,171.09,-20.28,77.85,75.74,115.59,68.91,17.36,54.77,104.47,135.73,89.61,75.29,69.0,-1266.96,-64.01,43.32,14.8,-1097.6,-6211.84,722.27,61.23,-831.67,438.28,461.76,568.7,556.35,503.62,456.88,452.9,467.13,455.8,422.75,368.34,336.9,325.95,304.79,259.11,260.15,252.58,215.09,181.01,177.94,185.79,162.64,182.13,174.2,164.46
P/L After Tax from Ordinary Activities,738.12,612.27,553.04,502.43,451.89,231.46,225.21,342.52,202.43,51.52,152.82,310.63,367.46,266.43,225.5,206.84,-3787.75,150.71,129.37,45.44,-3668.33,-18560.31,-600.08,113.76,-1506.64,1001.85,964.7,1260.36,1179.44,1076.87,1002.73,965.52,914.12,882.63,801.54,731.8,702.11,675.74,610.41,551.2,550.99,540.29,482.54,439.48,430.21,415.6,371.13,400.84,362.15,342.31
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6296.94,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,738.12,612.27,553.04,502.43,451.89,231.46,225.21,342.52,202.43,51.52,152.82,310.63,367.46,266.43,225.5,206.84,-3787.75,150.71,129.37,45.44,2628.61,-18560.31,-600.08,113.76,-1506.64,1001.85,964.7,1260.36,1179.44,1076.87,1002.73,965.52,914.12,882.63,801.54,731.8,702.11,675.74,610.41,551.2,550.99,540.29,482.54,439.48,430.21,415.6,371.13,400.84,362.15,342.31
Equity Share Capital,6270.82,6270.17,6269.38,6267.13,5753.58,5752.31,5751.6,5751.13,5750.96,5750.67,5011.17,5011.0,5010.99,5010.98,5010.98,5010.98,5010.98,5010.98,5010.98,2510.09,2510.09,510.09,510.07,463.78,463.01,462.46,461.86,461.14,460.59,459.74,458.14,457.49,456.49,422.98,421.66,421.09,420.53,419.5,418.77,418.11,417.74,417.26,416.1,414.71,360.63,360.56,360.43,359.72,358.62,357.56
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ANALYTICAL RATIOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) % of Share by Govt.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
b) Capital Adequacy Ratio - Basel -I,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
c) Capital Adequacy Ratio - Basel -II,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17.7,17.8,18.2,17.6,18.3,18.0
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,0.24,0.2,0.18,0.16,0.16,0.08,0.08,0.12,0.07,0.02,0.06,0.12,0.15,0.11,0.09,0.08,-1.51,0.06,0.06,0.04,5.95,-72.77,-2.46,0.49,-6.51,4.33,4.18,5.47,5.14,4.7,4.38,21.12,21.57,20.89,19.03,17.39,16.71,16.14,14.59,13.19,13.19,12.96,11.61,11.7,11.93,11.53,10.3,11.16,10.11,9.59
Diluted EPS,0.23,0.19,0.18,0.16,0.15,0.08,0.08,0.12,0.07,0.02,0.06,0.12,0.15,0.11,0.09,0.08,-1.51,0.06,0.06,0.04,5.95,-72.77,-2.46,0.49,-6.46,4.3,4.06,5.39,5.06,4.61,4.29,20.65,21.05,20.37,18.54,16.97,16.38,15.79,14.25,12.85,12.87,12.68,11.38,11.5,11.78,11.38,10.14,10.91,9.89,9.39
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPA Ratios :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i) Gross NPA,3935.61,3963.47,3889.43,3844.9,3982.56,4457.41,4319.03,4072.67,4394.57,3903.68,27419.11,27746.75,27975.98,28654.49,28740.59,28505.95,28609.53,29546.54,32344.36,32702.7,32877.59,40709.2,17134.41,12092.1,7882.56,5158.62,3866.08,2824.46,2626.8,2974.34,2720.34,1364.38,2018.56,1005.85,916.68,844.56,748.98,558.57,491.35,368.3,313.4,278.66,222.36,197.96,174.93,195.8,132.07,104.92,94.32,76.24
ii) Net NPA,800.14,1142.62,1168.02,1246.03,1329.73,1934.36,1885.19,2100.69,1658.09,1973.36,6926.03,7765.01,8204.53,9323.34,9586.25,9454.94,9813.36,6856.58,7868.13,8157.5,8623.78,11114.72,9757.2,6883.27,4484.85,2876.35,2019.67,1262.57,1312.75,1595.08,1543.26,545.31,1072.27,342.45,323.0,302.39,284.47,187.16,158.63,106.7,87.72,64.52,53.88,42.81,26.07,42.31,19.36,12.08,6.99,15.57
i) % of Gross NPA,1.6,1.6,1.6,1.7,1.7,2.0,2.0,2.0,2.17,2.02,12.89,13.45,13.93,14.65,14.97,15.6,15.41,15.36,16.9,17.3,16.8,18.87,7.39,5.01,3.22,2.1,1.6,1.31,1.28,1.72,1.82,0.97,1.52,0.85,0.83,0.79,0.76,0.66,0.61,0.46,0.41,0.42,0.36,0.33,0.31,0.39,0.28,0.22,0.2,0.17
ii) % of Net NPA,0.3,0.5,0.5,0.5,0.6,0.9,0.9,1.0,0.83,1.03,3.6,4.17,4.53,5.29,5.55,5.78,5.88,4.04,4.71,4.96,5.03,5.97,4.35,2.91,1.86,1.18,0.84,0.59,0.64,0.93,1.04,0.39,0.81,0.29,0.29,0.29,0.29,0.22,0.2,0.13,0.12,0.1,0.09,0.07,0.05,0.08,0.04,0.03,0.01,0.04
Return on Assets %,0.7,0.6,0.5,0.5,0.5,0.2,0.2,0.4,0.2,0.1,0.2,0.4,0.5,0.4,0.3,0.3,-5.7,0.2,0.2,0.1,3.8,-23.3,-0.7,0.1,-1.6,1.1,1.1,1.6,1.6,1.7,1.7,1.8,1.8,1.8,1.8,1.7,1.8,1.8,1.7,1.6,1.7,1.8,1.7,1.6,1.6,1.6,1.5,1.6,1.6,1.6
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,32.66,32.6,32.56,32.51,32.4,32.26,26.85,26.84,26.82,26.75,26.64,26.53
