Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,24489.63,24674.7,23997.78,27957.99,23345.48,29713.54,24357.58,29130.58,25041.88,26246.31,24028.59,30758.1,25245.92,26826.92,20642.38,23286.0,19832.93,16923.61,9067.48,16171.79,16541.31,14127.44,14820.01,18506.29,15835.79,16718.04,15907.19,17037.83,15323.65,13617.42,11579.56,12690.54,11168.73,11079.29,9082.33,11361.21,8805.44,9098.53,9373.85,11469.37,10977.41,11565.59,11195.68,13310.01,11362.7,11409.87,10106.12,12162.49,10494.63,10663.2
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,129.46,146.31,155.75,--,144.58,149.01,119.26,115.74,129.91,113.08,145.52,199.2,96.02,125.64,161.79,167.93,175.49,157.02
Total Income From Operations,24489.63,24674.7,23997.78,27957.99,23345.48,29713.54,24357.58,29130.58,25041.88,26246.31,24028.59,30758.1,25245.92,26826.92,20642.38,23286.0,19832.93,16923.61,9067.48,16171.79,16541.31,14127.44,14820.01,18506.29,15835.79,16718.04,15907.19,17037.83,15323.65,13617.42,11579.56,12690.54,11298.19,11225.6,9238.08,11361.21,8950.02,9247.54,9493.11,11585.11,11107.32,11678.67,11341.2,13509.21,11458.72,11535.51,10267.91,12330.42,10670.12,10820.22
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,11785.47,12242.59,13673.6,15105.25,13740.44,13516.93,15256.22,14842.51,14321.32,15250.94,17676.33,14537.41,13283.76,8607.95,6347.34,6496.86,6506.53,5772.84,4359.94,6665.75,7037.24,7382.22,8127.66,8705.96,8380.99,7500.9,7703.06,7486.59,6718.45,6265.06,6208.71,7229.17,5813.61,4152.6,3930.32,3794.46,4157.22,4388.89,4814.66,5060.87,4666.21,4369.14,4428.68,4829.58,5081.81,4692.48,4667.29,4527.2,5296.34,5733.37
Purchase of Traded Goods,259.69,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.48,0.22,0.26,--,--,1423.99,0.07,0.29,0.28,0.22,1.07,0.8
Increase/Decrease in Stocks,593.72,-678.93,-1618.35,-614.56,-2550.29,2016.67,-2204.74,661.86,-796.1,1167.26,-6193.16,2011.91,-2065.87,559.1,-790.13,642.48,1009.19,2956.39,-339.48,-5082.72,1939.58,-1034.06,-1378.62,647.38,-2127.28,42.62,-1279.34,109.12,773.79,351.8,-99.22,-326.8,-331.75,1506.8,-727.62,2026.84,-17.97,-324.25,-1144.01,-653.98,-650.6,-59.64,-43.9,0.14,-373.89,455.51,-610.98,1126.44,-714.34,-1120.88
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1272.43,1270.97,1325.45,--,1336.64,1316.53,1281.04,1275.26,1350.81,1475.14,1322.32,1262.07,1229.83,1297.68,1152.57,1218.51,1114.04,1273.93
Employees Cost,2720.52,2871.66,2778.18,2839.79,2938.19,3125.11,2844.83,3433.07,2773.0,2832.58,3014.97,3030.08,3712.34,3334.34,2769.48,4070.84,2343.47,2038.72,1992.91,2751.8,2024.36,1959.1,2046.06,2307.54,2139.7,2160.24,2222.86,2317.26,2187.25,2327.84,2017.72,2081.06,2343.27,2134.95,2388.55,2500.49,2399.73,2411.7,2403.05,2613.03,2300.3,2364.54,2456.46,2520.58,2267.8,2495.43,2294.79,2473.42,2081.47,2089.83
Depreciation,1420.36,1303.67,1402.09,1355.69,1320.59,1326.32,1274.85,1364.4,1220.99,1183.24,1193.89,1143.77,1048.71,1055.62,1026.07,1157.65,981.25,989.79,973.31,1055.21,926.25,901.14,872.45,890.26,854.71,826.14,813.61,848.48,759.55,762.22,694.67,743.93,669.94,665.87,600.21,891.76,530.37,528.38,451.84,507.01,466.66,391.66,407.95,516.3,408.74,398.8,392.85,193.62,404.9,402.63
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
