Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Interest Earned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(a) Int. /Disc. on Adv/Bills,4748.36,4272.22,4137.96,3958.55,3900.79,3570.02,3377.38,3314.01,3039.33,2773.25,2389.55,2141.37,2050.4,2253.94,2041.55,1975.8,1919.08,1966.38,1966.25,1912.97,2011.7,2054.4,2077.93,1996.48,1886.01,1927.39,1935.16,2076.19,1824.06,1990.77,1981.01,2185.77,2150.51,2572.36,2655.73,2492.69,2636.89,2932.13,3391.82,3332.61,3259.54,3420.52,3520.18,3700.35,3539.8,3542.94,3395.76,3152.18,3127.14,3197.1
(b) Income on Investment,1602.13,1566.93,1592.38,1585.3,1536.65,1549.7,1527.53,1509.92,1563.46,1577.38,1547.58,1534.81,1526.53,1525.87,1512.06,1455.97,1502.52,1480.89,1505.83,1575.41,1506.36,1486.23,1403.48,1543.03,1547.74,1205.89,1309.75,1284.9,1322.92,1243.59,1273.79,1337.86,1256.36,1410.63,1528.47,1538.73,1573.13,1491.44,1346.26,1252.11,1261.34,1292.38,1323.91,1316.87,1253.01,1138.4,1025.89,968.39,973.08,923.13
(c) Int. on balances With RBI,369.35,359.66,348.02,422.8,388.96,394.16,272.18,355.6,339.49,232.78,212.87,116.86,149.8,91.1,101.35,63.51,64.85,68.55,51.9,66.92,100.54,85.22,133.53,157.01,217.96,93.2,106.74,83.96,68.4,102.86,65.09,131.83,110.79,112.46,50.38,79.55,62.26,59.95,56.11,58.15,62.79,58.29,39.61,34.37,40.13,28.73,8.37,36.87,33.97,29.52
(d) Others,24.75,21.15,--,57.34,33.3,38.01,41.73,44.39,45.13,43.74,34.89,58.03,45.95,48.39,64.83,74.29,79.86,86.76,90.62,107.34,123.83,144.89,189.71,120.01,130.1,110.84,128.05,286.75,142.4,112.33,126.33,111.12,96.58,97.02,94.87,78.67,85.4,93.75,102.85,86.12,17.14,16.4,13.95,21.35,17.42,18.5,14.05,49.48,75.9,21.43
Other Income,1392.2,1185.93,993.07,835.43,1124.91,860.82,646.78,633.02,959.53,823.46,779.94,-54.47,588.95,719.14,936.07,969.51,1370.43,864.38,711.52,773.93,768.78,743.47,728.87,630.08,366.71,248.24,269.48,629.08,66.87,272.38,311.29,470.46,292.5,671.74,611.96,538.29,387.8,357.36,411.05,440.1,662.55,659.8,358.97,322.23,458.92,190.47,209.23,461.89,316.97,189.7
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Expended,4046.1,3842.28,3778.02,3770.43,3672.34,3563.82,3302.27,3215.13,3015.3,2675.28,2415.29,2201.53,2120.3,2156.69,2122.06,2109.34,2153.71,2195.43,2221.45,2395.86,2487.91,2534.15,2538.44,2481.56,2489.85,2510.72,2515.13,2503.78,2549.89,2629.64,2790.76,2925.11,3004.94,3216.71,3083.18,3204.19,3424.57,3449.38,3480.65,3358.35,3325.14,3366.93,3514.65,3589.81,3290.45,3162.82,2874.68,2842.88,2862.41,2993.69
Employees Cost,1617.85,1322.69,1304.45,1208.12,1542.67,1253.37,1062.44,1028.19,1057.57,1047.04,945.75,822.38,830.4,804.13,864.82,814.96,842.7,649.99,484.52,489.98,495.55,484.32,482.28,467.26,565.77,469.34,460.88,450.23,466.73,456.01,462.37,456.71,478.14,476.56,478.47,487.41,479.8,488.59,440.17,426.75,426.15,412.19,404.96,398.37,394.05,395.02,382.23,376.23,378.96,350.6
Other Expenses,774.07,655.23,557.36,559.64,496.73,476.38,519.01,411.27,517.01,374.39,414.02,332.75,461.36,337.33,334.82,328.51,407.79,287.14,289.83,327.36,311.15,285.22,305.76,296.35,402.34,224.09,267.07,224.7,295.61,267.33,260.59,246.14,304.72,281.98,271.74,226.17,273.45,251.39,258.28,222.53,284.8,243.14,281.25,204.93,251.55,224.68,230.18,185.27,253.37,185.85
Depreciation,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Operating Profit before Provisions and contingencies,1698.77,1585.69,1431.6,1321.23,1272.87,1119.14,981.88,1202.35,1357.06,1353.9,1189.77,439.94,949.57,1340.29,1334.16,1286.27,1532.54,1334.4,1330.32,1223.37,1216.6,1210.52,1207.04,1201.44,690.56,381.41,506.1,1182.17,112.42,368.95,243.79,609.08,118.94,888.96,1108.02,810.16,567.66,745.27,1128.99,1161.46,1227.27,1425.13,1055.76,1202.06,1373.23,1136.52,1166.21,1264.43,1032.32,830.74
Provisions And Contingencies,662.63,589.51,492.84,458.76,467.36,342.25,342.09,855.69,450.54,332.42,405.76,246.83,465.6,548.61,1018.62,1127.09,1783.15,1298.96,1300.2,1180.37,1199.82,2170.69,2099.02,1802.89,2242.58,1399.56,1642.54,1807.21,2239.01,1385.38,864.7,1272.1,701.02,1326.05,1488.34,1250.5,2344.88,2360.84,913.27,763.56,968.38,907.54,935.3,517.14,904.64,811.68,758.68,741.3,976.66,727.64
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
P/L Before Tax,1036.14,996.18,938.76,862.47,805.51,776.89,639.79,346.66,906.52,1021.48,784.01,193.11,483.97,791.68,315.54,159.18,-250.61,35.44,30.12,43.0,16.78,-960.17,-891.98,-601.45,-1552.02,-1018.15,-1136.44,-625.04,-2126.59,-1016.43,-620.91,-663.02,-582.08,-437.09,-380.32,-440.34,-1777.22,-1615.57,215.72,397.9,258.89,517.59,120.46,684.92,468.59,324.84,407.53,523.13,55.66,103.1
Tax,383.71,357.35,336.02,311.51,279.74,274.06,238.12,123.18,325.28,368.51,279.49,69.5,171.79,481.29,110.15,57.37,-330.64,--,--,21.54,--,--,--,--,--,-19.41,--,8.84,7.77,--,1.65,--,6.11,--,4.51,0.22,-62.07,-118.56,59.52,141.2,49.61,214.0,16.93,163.52,183.89,10.31,7.33,12.02,6.11,0.63
P/L After Tax from Ordinary Activities,652.43,638.83,602.74,550.96,525.77,502.83,401.67,223.48,581.24,652.97,504.52,123.61,312.18,310.39,205.39,101.81,80.03,35.44,30.12,21.46,16.78,-960.17,-891.98,-601.45,-1552.02,-998.74,-1136.44,-633.88,-2134.36,-1016.43,-622.56,-663.02,-588.19,-437.09,-384.83,-440.56,-1715.15,-1497.01,156.2,256.7,209.28,303.59,103.53,521.4,284.7,314.53,400.2,511.11,49.55,102.47
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,652.43,638.83,602.74,550.96,525.77,502.83,401.67,223.48,581.24,652.97,504.52,123.61,312.18,310.39,205.39,101.81,80.03,35.44,30.12,21.46,16.78,-960.17,-891.98,-601.45,-1552.02,-998.74,-1136.44,-633.88,-2134.36,-1016.43,-622.56,-663.02,-588.19,-437.09,-384.83,-440.56,-1715.15,-1497.01,156.2,256.7,209.28,303.59,103.53,521.4,284.7,314.53,400.2,511.11,49.55,102.47
Equity Share Capital,12539.56,11955.96,11955.96,11955.96,11955.96,11955.96,11955.96,11955.96,11955.96,11955.96,11955.96,11955.96,11955.96,11955.96,11955.96,11955.96,9918.34,9918.34,9918.34,9918.34,9918.34,8623.3,7362.2,7362.2,5423.4,3955.14,3955.14,3955.14,2308.16,1866.89,1866.89,1559.73,1559.73,1559.73,1301.06,1301.06,1075.59,1075.59,1075.59,1075.59,1075.59,1014.71,1014.71,1014.71,1014.71,752.63,752.63,752.63,752.63,664.71
Reserves Excluding Revaluation Reserves,15418.44,--,--,12403.27,72403.27,11005.25,11005.25,11005.25,11005.25,8905.35,8905.35,8905.35,8905.35,7396.63,7396.63,7396.63,7396.63,6942.91,6942.91,6942.91,6942.91,6248.23,6021.22,6021.22,6012.22,5165.25,5165.25,5165.25,5165.25,7718.57,7718.57,7718.57,7718.57,8145.71,8145.71,8145.71,8145.71,10863.64,10863.64,10863.64,10863.64,9624.18,9624.18,9624.18,9624.18,6562.08,6562.08,6562.08,6616.79,5631.6
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ANALYTICAL RATIOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) % of Share by Govt.,9095.0,95.39,95.39,95.39,95.39,95.39,95.39,95.39,95.39,95.39,95.39,95.39,95.39,95.39,95.39,95.39,94.44,94.44,94.44,94.44,94.44,93.61,92.52,92.52,93.29,90.8,90.8,90.8,84.23,80.5,80.5,76.67,76.67,76.67,77.54,77.54,72.83,72.83,72.83,72.83,72.83,77.2,77.2,77.2,77.2,69.26,69.26,69.26,69.26,65.19
b) Capital Adequacy Ratio - Basel -I,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12.48,--
