Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,581.1,559.2,556.2,529.6,515.1,501.0,513.9,489.2,477.0,449.6,461.4,435.4,445.1,411.8,401.8,370.2,347.88,348.73,336.76,328.4,352.99,329.14,351.1,337.06,352.69,325.39,349.18,342.83,341.18,318.46,322.86,303.31,297.67,324.57,327.36,322.8,308.44,305.74,332.59,286.35,273.35,286.36,261.95,230.79,227.9,223.99,240.83,215.76,198.09,217.46
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.79,2.64,2.53,2.46,3.48,3.36,2.67,3.31,12.31,3.57,3.99,8.52,4.91,2.67,3.35,2.39,1.27,2.96
Total Income From Operations,581.1,559.2,556.2,529.6,515.1,501.0,513.9,489.2,477.0,449.6,461.4,435.4,445.1,411.8,401.8,370.2,347.88,348.73,336.76,328.4,352.99,329.14,351.1,337.06,352.69,325.39,349.18,342.83,341.18,318.46,322.86,303.31,300.46,327.21,329.89,325.26,311.92,309.1,335.26,289.66,285.66,289.93,265.94,239.31,232.81,226.66,244.18,218.15,199.36,220.42
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,--,--,--,--,--,--,--,--,-0.1,1.1,0.8,--,0.3,1.2,2.7,--,0.04,5.96,0.5,0.55,1.56,2.67,2.66,1.88,1.6,3.91,2.61,3.97,5.09,10.86,5.83,3.96,5.72,11.18,23.2,26.22,4.55,20.42,22.16,5.46,2.44,16.97,3.04,3.98,1.84,1.3,1.67,2.12,3.34,10.03
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,380.1,381.0,385.4,350.4,344.3,328.9,321.8,315.8,314.3,326.8,336.4,302.5,287.1,279.7,257.3,223.0,200.96,195.02,190.86,189.96,199.25,198.95,212.4,198.53,199.72,196.45,194.0,199.32,189.72,185.01,186.83,185.46,179.67,186.57,186.64,170.93,172.36,171.54,168.49,160.43,161.18,162.2,149.55,130.95,118.15,124.94,124.87,117.89,114.44,119.75
Depreciation,10.2,9.9,16.5,12.2,7.5,15.6,16.1,16.3,7.1,22.2,22.4,23.9,22.5,21.9,21.9,21.9,23.12,21.46,21.79,23.08,21.8,21.55,19.07,18.96,10.96,10.62,10.85,10.35,9.26,12.39,12.66,11.79,8.73,8.48,9.37,7.33,10.21,9.34,8.71,9.01,9.48,7.61,7.66,8.01,7.46,7.54,7.29,7.24,7.51,6.72
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,63.5,59.8,50.9,63.8,45.0,50.6,42.0,45.0,49.2,39.3,62.9,44.8,42.7,34.8,42.2,41.4,56.21,31.38,40.41,39.4,56.02,49.8,63.59,65.14,75.02,63.69,65.32,63.99,78.92,61.02,58.0,62.84,63.92,44.66,49.49,57.33,56.45,47.49,57.23,50.17,52.36,43.73,48.2,38.76,41.36,44.42,44.62,49.96,41.28,44.3
"P/L Before Other Inc. , Int., Excpt. Items & Tax",127.3,108.5,103.4,103.2,118.3,105.9,134.0,112.1,106.5,60.2,38.9,64.2,92.5,74.2,77.7,83.9,67.55,94.91,83.2,75.41,74.36,56.17,53.38,52.55,65.39,50.72,76.4,65.2,58.19,49.18,59.54,39.26,42.42,76.32,61.19,63.45,68.35,60.31,78.67,64.59,60.2,59.42,57.49,57.61,64.0,48.46,65.73,40.94,32.79,39.62
Other Income,58.9,80.2,51.0,113.0,38.5,31.1,27.5,75.5,81.7,23.7,29.4,16.9,71.5,24.4,17.9,19.9,35.37,13.05,5.54,19.95,28.53,16.31,29.88,16.22,37.36,-2.87,33.5,16.99,21.9,5.94,23.48,11.43,-13.12,12.4,-0.58,12.98,4.39,4.08,15.22,23.1,-3.65,5.99,12.84,4.7,-4.72,6.8,12.22,26.01,1.31,14.99
"P/L Before Int., Excpt. Items & Tax",186.2,188.7,154.4,216.2,156.8,137.0,161.5,187.6,188.2,83.9,68.3,81.1,164.0,98.6,95.6,103.8,102.92,107.96,88.74,95.36,102.89,72.48,83.26,68.77,102.75,47.85,109.9,82.19,80.09,55.12,83.02,50.69,29.3,88.72,60.61,76.43,72.74,64.39,93.89,87.69,56.55,65.41,70.33,62.31,59.28,55.26,77.95,66.95,34.1,54.61
Interest,3.2,2.0,2.7,3.1,1.6,5.2,4.0,4.1,4.3,4.4,4.6,4.8,15.0,4.6,6.9,5.2,5.13,5.33,5.23,6.11,7.98,6.61,3.56,5.15,2.12,2.2,2.11,2.75,2.92,3.21,3.11,2.9,1.54,0.25,0.21,0.07,0.6,0.35,0.49,0.12,0.26,0.34,0.23,0.32,0.16,0.22,0.19,0.91,0.25,0.23
P/L Before Exceptional Items & Tax,183.0,186.7,151.7,213.1,155.2,131.8,157.5,183.5,183.9,79.5,63.7,76.3,149.0,94.0,88.7,98.6,97.79,102.63,83.51,89.25,94.91,65.87,79.7,63.62,100.63,45.65,107.79,79.44,77.17,51.91,79.91,47.79,27.76,88.47,60.4,76.36,72.14,64.04,93.4,87.57,56.29,65.07,70.1,61.99,59.12,55.04,77.76,66.04,33.85,54.38
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
