Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Interest Earned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(a) Int. /Disc. on Adv/Bills,5846.31,5688.68,5402.04,5402.05,5304.02,5168.52,4730.32,4504.3,4469.76,3936.77,3577.19,2937.88,2947.57,2834.64,2864.06,2856.16,2226.73,3085.01,3203.27,3123.33,3237.11,3062.28,3136.86,3069.21,2946.25,3358.62,3316.66,3328.22,3399.36,3795.74,3724.54,3559.11,3788.87,3905.32,4298.28,4290.94,4450.43,4701.14,4909.29,4916.85,4876.12,4836.84,4932.42,4871.9,4743.52,4859.65,4440.89,4575.93,4374.3,4223.97
(b) Income on Investment,2492.18,2590.17,2546.75,2463.3,2546.34,2349.48,2334.38,2280.19,2242.64,2200.6,2143.08,2128.77,2266.43,2290.2,2629.98,2379.57,2435.47,2504.71,2527.13,2541.65,2526.09,2561.14,2406.37,2422.02,2339.35,2101.46,2031.67,1981.76,1871.48,1765.97,1782.18,1717.73,1936.09,1936.91,1753.03,1745.82,1586.58,1600.31,1614.54,1672.42,1738.45,1672.5,1675.71,1620.4,1606.33,1485.32,1414.48,1257.72,1283.03,1209.82
(c) Int. on balances With RBI,230.01,194.02,244.04,248.33,268.8,249.88,270.98,330.63,297.76,318.15,389.42,438.49,392.76,373.25,260.8,211.29,195.22,151.83,155.48,173.51,115.38,138.83,137.39,89.29,99.97,259.16,258.62,255.06,238.43,372.08,585.79,862.25,343.2,150.54,74.33,70.75,30.46,41.37,17.62,5.86,2.04,14.63,10.43,4.36,19.36,0.13,3.49,9.86,41.3,28.17
(d) Others,50.5,36.57,9.79,221.11,217.92,41.33,14.98,110.16,133.7,261.03,45.26,21.39,180.57,558.74,28.45,31.56,20.6,41.06,167.37,177.86,50.47,266.63,209.46,133.92,91.25,65.59,78.1,126.83,122.72,92.76,73.55,71.82,171.79,71.57,63.17,60.8,83.93,77.48,89.49,90.13,152.98,--,--,--,--,8.81,--,2.06,68.87,--
Other Income,1813.56,1229.2,1646.7,1165.13,1361.66,1329.72,1061.26,958.64,1423.59,919.16,910.01,830.95,632.25,609.62,720.1,766.96,901.82,774.37,780.69,710.33,794.68,1249.41,813.63,779.11,1143.69,544.34,511.95,212.95,669.51,562.77,730.2,659.87,881.1,723.53,776.64,494.37,560.48,491.32,473.25,413.73,551.91,508.73,402.54,431.05,592.46,354.59,377.65,597.88,636.07,356.85
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Expended,5220.44,4969.32,4792.14,4787.06,4796.23,4657.36,4322.97,4049.35,3631.13,3432.09,3407.46,3384.42,3371.26,3311.21,3288.29,3344.12,3361.63,3554.48,3698.06,3871.01,4003.24,4007.0,3999.12,3924.25,3874.36,3968.78,4009.55,4013.69,4132.14,4049.13,4457.56,4879.67,4524.47,4558.13,4495.43,4509.37,4588.13,4675.5,4717.52,4841.12,4847.96,4847.61,4790.95,4675.19,4654.21,4546.34,4425.06,4307.55,4233.11,4052.29
Employees Cost,1885.25,1792.63,1827.05,1713.64,1722.1,1663.96,1436.2,1489.89,1751.08,1618.79,1104.91,1129.18,382.52,1469.58,1129.59,1137.69,898.12,1198.59,1006.09,1038.51,1441.09,912.02,980.56,883.05,545.35,1037.41,1016.52,965.94,914.12,1067.64,996.73,1004.89,903.21,1120.77,1099.12,1091.21,1312.42,1133.88,1064.71,954.67,1082.05,922.17,911.03,909.69,1037.34,866.37,832.67,800.63,965.09,665.38
Other Expenses,1323.91,1013.38,1065.2,1006.11,1117.06,886.6,1122.31,806.8,1077.48,777.93,804.8,622.57,853.8,662.56,684.24,585.59,832.59,611.15,671.01,526.19,762.16,662.95,698.26,581.42,681.97,607.77,662.09,541.58,708.06,606.73,572.67,535.53,627.57,526.92,516.02,476.2,571.05,440.41,474.36,409.97,513.87,401.28,472.81,369.28,443.07,426.8,437.35,334.7,420.9,322.25
