Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,3139.68,3326.88,2888.59,2808.48,3080.36,2757.49,2769.19,2491.35,2395.94,2426.91,2100.27,2036.31,1953.93,2069.93,1762.98,1424.96,1618.21,1681.95,1600.11,973.4,1501.71,1928.25,1723.76,1708.58,1828.3,1939.54,2489.61,1646.86,1551.08,2739.79,1884.08,2191.49,2143.52,2440.95,2024.8,2066.65,1979.52,2384.0,1939.67,1906.47,1785.01,2204.89,1821.38,1794.4,1809.98,2174.91,1762.4,1720.54,1953.36,2052.76
Other Operating Income,19.88,38.05,23.57,22.38,--,--,--,17.28,15.27,--,19.47,16.2,14.44,31.57,15.41,--,10.94,18.81,12.06,12.38,20.53,25.08,21.86,17.17,21.95,26.78,25.75,18.86,15.38,39.61,31.29,32.22,22.78,50.59,30.22,28.0,24.0,41.11,29.3,25.15,29.56,33.52,23.59,27.78,17.73,28.96,23.5,21.1,16.66,29.52
Total Income From Operations,3159.56,3364.93,2912.16,2830.86,3080.36,2757.49,2769.19,2508.63,2411.21,2426.91,2119.74,2052.51,1968.37,2101.5,1778.39,1424.96,1629.15,1700.76,1612.17,985.78,1522.24,1953.33,1745.62,1725.75,1850.25,1966.32,2515.36,1665.72,1566.46,2779.4,1915.37,2223.71,2166.3,2491.54,2055.02,2094.65,2003.52,2425.11,1968.97,1931.62,1814.57,2238.41,1844.97,1822.18,1827.71,2203.87,1785.9,1741.64,1970.02,2082.28
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,1586.44,1654.78,1413.47,1316.83,1544.16,1400.17,1508.43,1380.69,1189.34,1292.75,1210.4,1110.72,1090.31,1108.24,973.56,785.72,889.88,957.34,872.85,554.17,857.58,1267.57,880.33,949.1,1057.86,1072.12,1417.1,974.41,893.51,1503.82,1144.52,1179.47,1238.99,1289.73,1173.93,1076.62,1101.04,1294.88,1119.08,1137.54,1010.06,1299.31,1061.99,1092.54,1033.35,1284.28,1063.55,1004.15,1277.21,1312.85
Purchase of Traded Goods,260.57,246.13,237.87,242.33,259.03,217.05,229.33,195.39,201.0,182.59,162.67,173.52,179.75,197.43,163.8,181.62,148.46,132.49,132.11,83.01,109.05,-68.13,208.89,146.22,184.04,170.92,147.7,127.08,127.03,98.29,69.35,104.96,84.52,107.99,82.18,87.97,123.45,97.27,87.99,60.06,76.32,76.77,81.08,65.7,82.33,102.86,85.97,67.41,42.82,70.35
Increase/Decrease in Stocks,-100.34,-20.23,-69.67,-34.12,-41.96,28.91,-53.54,-48.09,46.03,12.97,-56.0,-31.33,-27.17,56.42,-33.62,-57.41,1.25,26.92,46.06,-23.72,-26.98,30.2,-15.98,-21.93,-19.02,30.01,-97.04,-26.55,-1.59,101.95,-116.35,0.55,-51.66,74.28,-18.66,75.75,-64.73,37.84,-32.93,-50.66,-2.81,52.5,-1.34,-17.57,10.39,25.29,-17.94,6.01,-26.72,42.06
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,245.19,194.71,203.08,203.01,221.13,181.26,177.96,168.1,187.83,158.52,156.09,145.68,175.0,151.34,144.05,139.08,153.77,149.27,135.2,120.2,163.34,146.52,139.49,136.14,157.47,100.45,212.65,144.2,145.4,183.89,203.39,215.71,193.31,186.3,188.99,199.72,187.22,195.51,187.55,184.04,182.77,195.43,171.92,169.71,168.14,187.76,162.65,155.46,169.31,145.86
Depreciation,33.76,33.7,32.83,30.97,31.42,32.92,30.29,29.23,27.48,26.82,26.87,25.34,25.67,22.73,26.31,28.4,25.26,29.65,24.74,24.9,27.07,22.42,22.66,22.01,23.31,23.88,37.07,22.75,22.54,43.19,38.85,38.32,37.61,38.85,40.55,35.69,35.87,44.19,35.9,37.47,42.23,29.2,28.34,27.86,27.41,27.0,25.73,25.93,24.61,24.59
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,585.43,632.2,587.19,560.32,532.82,512.88,468.48,463.82,501.7,415.8,435.63,455.16,362.6,402.87,361.67,281.2,303.54,332.14,304.55,228.68,404.75,438.77,409.53,392.35,324.38,377.39,640.99,357.21,312.63,597.74,480.31,575.7,540.25,551.34,482.97,541.01,483.65,536.46,451.54,450.63,404.63,434.37,407.19,385.99,407.78,454.22,386.25,399.62,400.86,444.57
"P/L Before Other Inc. , Int., Excpt. Items & Tax",548.51,623.64,507.39,511.52,533.76,384.3,408.24,319.49,257.83,337.46,184.08,173.42,162.21,162.47,142.62,66.35,106.99,72.95,96.66,-1.46,-12.57,115.98,100.7,101.86,122.21,191.55,156.89,66.62,66.94,250.52,95.3,109.0,123.28,243.05,105.06,77.89,137.02,218.96,119.84,112.54,101.37,150.83,95.79,97.95,98.31,122.46,79.69,83.06,81.93,42.0
Other Income,92.33,86.62,92.89,86.75,87.14,77.59,76.82,75.03,72.25,70.01,46.88,25.33,37.25,59.92,24.81,25.21,25.26,14.37,20.1,26.62,45.78,38.41,16.41,20.37,19.12,15.98,28.49,18.33,22.81,18.8,37.75,32.58,31.84,9.53,36.55,29.9,14.92,10.78,0.52,1.02,0.72,14.69,1.05,0.41,1.13,0.69,0.92,3.78,1.38,2.82
"P/L Before Int., Excpt. Items & Tax",640.84,710.26,600.28,598.27,620.9,461.89,485.06,394.52,330.08,407.47,230.96,198.75,199.46,222.39,167.43,91.56,132.25,87.32,116.76,25.16,33.21,154.39,117.11,122.23,141.33,207.53,185.38,84.95,89.75,269.32,133.05,141.58,155.12,252.58,141.61,107.79,151.94,229.74,120.36,113.56,102.09,165.52,96.84,98.36,99.44,123.15,80.61,86.84,83.31,44.82
