Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,0.25,1.56,0.65,0.64,0.73,1.81,2.16,4.64,6.12,14.09,247.7,1170.41,1663.53,1390.54,4168.81,8225.3,10542.05,5774.31,1839.95,3497.14,7461.48,6290.05,6886.31,7101.8,9366.78,7422.81,5088.05,3095.08,3387.11,3648.54,6320.08,2538.22,4939.65,1389.95,2780.7,1961.49,3584.76,4884.99,2034.87,5008.11,5541.75,2511.79,5179.85,4148.91,4775.97,7326.41,8823.2,7287.69,7161.51,8734.22
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10.09,16.02,1.48,--,50.64,11.37,0.69,22.75,6.11,8.03,5.89,38.54,8.49,142.02,5.97,-125.18,104.12,112.76
Total Income From Operations,0.25,1.56,0.65,0.64,0.73,1.81,2.16,4.64,6.12,14.09,247.7,1170.41,1663.53,1390.54,4168.81,8225.3,10542.05,5774.31,1839.95,3497.14,7461.48,6290.05,6886.31,7101.8,9366.78,7422.81,5088.05,3095.08,3387.11,3648.54,6320.08,2538.22,4949.74,1405.97,2782.18,1961.49,3635.4,4896.36,2035.56,5030.86,5547.86,2519.82,5185.74,4187.45,4784.46,7468.43,8829.17,7162.51,7265.63,8846.98
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,0.23,--,--,--,4.86,--,--,8.92,19.16,44.29,38.46,5.49,20.38,30.36,15.73,9.04,48.47,7.3,69.85,51.84,19.09,47.34,32.41,25.41,33.04,45.19,39.87,13.29,17.16,5.6,52.22,36.77,23.6,25.16,22.98,4.06,23.61,21.7,61.76,15.13,64.52,10.58,28.31,57.9,60.32,52.86,81.47
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,215.68,578.28,1477.11,1280.82,3948.43,6560.35,9977.21,6649.63,1761.44,3432.85,6952.81,5858.46,6829.51,5205.82,9779.27,7454.92,3606.94,2555.13,2864.59,3424.3,5627.38,2732.96,5706.4,1517.58,2865.31,1681.67,3531.47,4671.48,1688.61,4316.64,5483.86,2167.72,5007.84,3141.53,4419.99,5819.33,8790.54,6320.64,6996.37,8320.74
Increase/Decrease in Stocks,--,--,--,-0.22,--,0.07,0.72,-3.25,4.66,10.11,11.88,0.19,11.02,-8.41,8.96,1234.2,-20.07,-1084.23,31.95,61.81,225.91,143.36,-387.12,1597.82,-848.79,-446.98,1151.24,262.48,185.55,-16.0,220.11,-478.65,-1030.93,-222.95,-235.41,115.47,-215.1,-72.46,98.74,336.36,-256.04,28.92,-137.66,569.81,-68.43,918.38,-846.99,152.74,-211.64,49.32
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,24.41,23.52,42.97,22.44,29.89,23.96,57.21,21.86,25.25,30.25,26.68,22.3,29.9,31.54,30.68,31.25,32.91,33.88,37.0,31.63,66.4,48.2,48.14,32.85,57.22,61.15,70.13,79.49,61.85,60.08,57.86,56.6,45.49,44.91,48.68,51.62,47.69,47.37,54.44,50.56,44.54,48.88,47.85,41.81,52.32,45.38,49.99,70.95,40.14,45.3
Depreciation,1.0,1.01,1.01,1.35,0.98,1.01,1.0,1.08,1.13,1.11,1.12,1.15,1.18,1.1,1.14,0.99,1.23,1.3,1.42,1.74,1.3,1.37,1.24,1.51,1.28,1.4,1.35,1.25,1.31,1.52,1.16,2.86,0.91,1.11,1.8,1.93,1.29,1.26,1.39,1.12,1.13,13.16,2.42,3.88,2.81,2.86,2.87,3.02,3.28,2.73
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,6.1,8.15,--,--,--,--,--,6.46,9.97,8.52,6.16,23.29,6.37,7.09,9.38,5.54,10.41,6.71,5.62,20.7,--,--,10.47,16.37,10.21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,0.3,0.13,8.3,10.99,7.21,8.09,7.3,2.94,1.04,1.68,1.52,19.08,115.58,68.95,193.46,407.55,502.95,161.94,15.67,109.86,162.39,110.99,301.6,185.9,262.97,258.84,217.94,160.64,212.38,143.83,393.47,230.06,206.15,41.64,93.17,126.45,231.78,260.37,233.18,356.33,263.04,238.27,218.3,323.37,333.59,640.97,771.58,567.95,357.61,323.91
