Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,2347.45,2584.76,2430.7,2806.31,2249.14,2574.2,2439.83,2739.76,2189.29,2418.91,2373.75,2488.67,1927.83,2256.24,1937.65,1619.21,1797.04,1861.87,1536.36,826.14,1174.82,1501.79,1429.88,1585.2,1352.73,1460.14,1330.45,1372.23,1194.81,1190.91,1136.41,1149.21,1016.26,1045.0,1017.3,1032.23,943.54,1002.99,958.96,944.53,922.26,974.89,957.42,937.85,850.03,879.24,827.29,816.16,734.09,819.0
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3.51,3.8,3.43,--,1.31,3.47,3.01,4.54,3.41,3.43,2.71,3.11,3.54,3.26,2.19,2.22,3.2
Total Income From Operations,2347.45,2584.76,2430.7,2806.31,2249.14,2574.2,2439.83,2739.76,2189.29,2418.91,2373.75,2488.67,1927.83,2256.24,1937.65,1619.21,1797.04,1861.87,1536.36,826.14,1174.82,1501.79,1429.88,1585.2,1352.73,1460.14,1330.45,1372.23,1194.81,1190.91,1136.41,1149.21,1016.26,1048.51,1021.1,1035.66,943.54,1004.3,962.43,947.54,926.8,978.3,960.85,940.56,853.14,882.78,830.55,818.35,736.31,822.2
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,1248.81,1235.8,1338.08,1430.1,1196.66,1152.04,1331.41,1339.44,1201.63,1162.75,1434.02,1472.47,1253.83,1251.04,1121.42,878.01,1149.66,971.4,668.19,268.69,705.83,655.64,784.71,756.35,788.96,799.89,819.85,741.33,762.81,569.45,549.15,568.3,568.28,465.27,593.51,484.19,467.44,447.99,520.05,491.08,434.91,469.33,539.39,479.6,424.75,460.96,463.56,423.67,369.96,465.2
Purchase of Traded Goods,231.49,241.16,243.94,256.83,215.61,213.83,213.38,227.5,193.04,236.15,223.28,258.43,179.67,187.62,180.46,143.65,73.88,190.31,226.68,73.54,116.35,125.08,117.21,122.96,112.35,116.97,101.21,101.93,107.56,101.02,83.55,26.97,87.82,106.77,94.6,100.81,89.4,110.26,87.12,98.3,86.07,76.68,86.71,78.18,90.17,78.14,71.01,66.86,58.38,61.0
Increase/Decrease in Stocks,-100.34,78.3,-133.54,17.96,-68.61,169.68,-81.96,94.33,-73.37,202.01,-102.71,-120.58,-243.24,5.03,-95.41,-15.99,-213.12,-114.23,-8.52,152.1,-151.69,111.08,-45.25,69.05,-78.29,6.07,-91.63,-4.82,-159.17,29.07,23.08,95.56,-62.14,50.25,-103.02,-4.37,-23.11,29.31,-22.56,-7.64,8.8,23.78,-63.41,6.1,0.56,-0.69,-35.09,8.02,8.51,-17.5
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,147.76,146.4,165.83,145.51,129.01,136.72,145.3,126.24,115.4,111.48,120.45,110.79,98.32,98.34,105.39,98.53,90.85,91.83,82.28,87.75,83.22,83.88,87.92,87.5,81.04,76.12,80.09,74.42,66.4,61.95,66.59,63.41,54.54,60.37,55.57,57.44,49.84,53.6,50.0,50.33,39.0,46.08,45.92,47.22,34.12,41.29,40.99,42.34,32.96,35.5
Depreciation,79.84,79.78,79.83,78.3,77.91,74.49,74.74,69.85,66.58,56.85,55.0,55.57,51.76,49.39,48.92,47.46,47.64,46.79,47.28,44.41,43.22,42.93,42.57,41.8,30.72,31.4,29.7,30.35,28.86,27.69,27.32,27.4,25.24,24.48,24.23,23.12,21.8,22.64,22.48,21.15,19.78,22.5,18.2,18.14,17.48,14.84,13.52,12.43,12.68,11.7
