Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,1.22,1.5,--,7.72,1.0,--,--,--,1.08,2.5,--,1.12,0.05,2.65,0.05,0.05,0.05,0.05,0.05,-0.15,0.2,0.21,0.21,1.35,0.21,0.21,2.42,0.25,0.52,2.44,0.84,8.45,--,--,4.5,31.86,19.96,23.12,33.22,--,--,--,--,--,--,--,--,43.0,--,--
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.08,0.11,0.63,4.42,0.08,-0.67,-3.9,-0.02,-3.14,0.06,4.18,-0.07,1.49,1.24,-3.94,-4.47,-1.61,-1.74
Total Income From Operations,1.22,1.5,--,7.72,1.0,--,--,--,1.08,2.5,--,1.12,0.05,2.65,0.05,0.05,0.05,0.05,0.05,-0.15,0.2,0.21,0.21,1.35,0.21,0.21,2.42,0.25,0.52,2.44,0.84,8.45,0.08,0.11,5.13,36.28,20.03,22.45,29.32,-0.02,-3.14,0.06,4.18,-0.07,1.49,1.24,-3.94,38.53,-1.61,-1.74
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,1.94,3.88,4.66,2.69,8.59,14.77,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,--,--,--,--,--,1.89,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3.23,9.54,--,--,47.45,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,-1.85,15.97,-16.38,-3.99,-1.43,-1.89,-1.94,-3.88,-4.66,-2.69,-8.59,-15.91,-3.47,-2.52,-2.3,-2.11,-2.14,-2.19,-1.7,-2.87,-1.56,-1.72,-1.62,-1.37,-5.57,-2.7,-0.88,-13.44,-1.49,-1.12,-2.48,9.71,-2.72,-3.02,-0.41,-11.59,10.88,-5.66,-30.99,-24.19,-1.74,-1.38,-0.79,-22.39,-0.42,-1.09,-1.79,14.17,-2.72,-1.96
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,4.07,4.61,3.27,0.56,0.59,0.59,0.68,0.44,0.77,0.84,0.64,0.03,0.31,0.28,0.44,0.47,0.51,0.5,0.45,0.47,0.94,0.95,0.96,0.93,0.94,2.77,2.18,3.2,5.6,2.71,4.0,3.36,2.63,3.72,3.83,6.08,3.06,3.0,3.07,3.68,3.08,3.14,1.36,1.54,1.36,1.92,1.99,1.82,2.22,0.81
Depreciation,0.03,0.03,0.03,0.05,0.03,0.03,0.04,0.04,0.04,0.04,0.02,0.02,9.36,0.05,0.08,0.53,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.3,0.21,0.35,0.34,0.63,1.05,1.21,1.06,1.06,1.23,1.27,1.51,1.38,1.18,1.2,1.31,1.01,1.13,2.43,0.52,1.03,1.01,1.06,1.05,1.03,0.84,0.83
