Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,3164.02,3135.83,3131.19,2796.73,2881.06,2811.14,2769.94,2429.21,2637.24,2699.46,2620.0,2180.7,2365.07,2264.19,1885.86,2102.7,1960.12,1935.82,1151.04,1581.39,1747.81,1695.31,1814.95,1566.73,1694.66,1753.05,1778.67,1580.74,1553.46,1427.5,1497.45,1344.46,1327.93,1345.12,1320.55,1144.87,1211.92,1150.79,1130.2,1066.7,1059.55,1060.23,1024.85,885.14,859.95,804.72,886.85,801.06,756.87,714.8
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.4,0.42,0.29,--,0.39,0.33,0.35,3.14,6.9,5.36,4.18,2.8,2.98,2.4,6.91,2.69,2.28,3.92
Total Income From Operations,3164.02,3135.83,3131.19,2796.73,2881.06,2811.14,2769.94,2429.21,2637.24,2699.46,2620.0,2180.7,2365.07,2264.19,1885.86,2102.7,1960.12,1935.82,1151.04,1581.39,1747.81,1695.31,1814.95,1566.73,1694.66,1753.05,1778.67,1580.74,1553.46,1427.5,1497.45,1344.46,1328.33,1345.54,1320.84,1144.87,1212.31,1151.12,1130.55,1069.84,1066.45,1065.59,1029.03,887.94,862.93,807.12,893.75,803.75,759.15,718.72
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,1865.88,1753.19,1600.47,1477.14,1866.44,1749.13,1500.22,1490.08,1824.18,1739.91,1584.55,1534.79,1701.39,1484.82,1248.39,1360.27,1273.4,1119.75,629.12,1001.03,1111.27,1103.31,1003.46,1016.21,1189.36,1216.25,1181.24,1043.39,1086.74,864.21,927.37,934.9,932.32,843.24,741.7,712.08,749.49,644.31,636.26,594.73,673.64,668.03,613.07,550.22,534.76,511.45,504.77,468.53,437.77,418.69
Purchase of Traded Goods,344.61,395.74,495.31,356.42,196.76,272.88,382.58,153.8,53.85,139.12,140.52,138.87,68.46,117.5,148.97,167.76,94.34,113.28,54.61,43.97,33.88,39.67,58.37,37.11,19.09,37.43,76.55,48.25,40.15,43.72,89.59,26.63,34.1,51.99,125.35,74.02,43.45,94.0,102.0,74.65,56.99,49.1,93.91,36.61,34.17,24.21,116.38,105.73,53.67,52.33
Increase/Decrease in Stocks,-94.1,-27.71,60.47,-2.16,-107.74,-149.5,86.66,-15.65,-120.49,-2.4,199.22,-100.74,-107.93,-15.53,-97.66,-109.77,-71.35,31.5,81.77,-38.1,-17.84,-56.26,164.37,-31.64,-68.98,-42.58,14.06,-5.02,-87.94,34.09,31.7,-47.13,-101.15,-30.52,7.7,-73.35,-44.02,2.96,-4.19,20.9,-35.03,-14.35,-19.52,7.39,-2.93,-9.43,-24.23,-21.33,9.43,1.02
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,191.22,189.88,185.6,162.9,164.75,178.31,161.14,146.4,160.37,150.61,133.65,120.25,129.3,131.34,117.87,107.13,117.97,116.99,83.95,93.68,94.41,98.56,98.53,81.52,86.61,92.83,84.27,78.29,75.76,74.16,80.78,70.52,72.33,69.31,65.59,62.35,61.73,57.94,55.89,50.55,49.49,48.0,47.05,41.46,39.22,39.15,38.49,35.23,32.0,30.15
Depreciation,123.34,122.03,118.29,120.99,114.42,120.67,111.05,114.45,114.52,101.92,96.34,98.73,102.13,98.57,96.29,87.05,79.08,78.19,74.84,75.95,76.45,75.03,73.31,68.32,65.68,64.25,62.95,58.83,58.74,58.35,54.42,49.89,46.91,45.69,44.08,37.63,35.53,34.29,32.84,37.6,28.8,36.64,30.96,18.95,15.68,15.42,14.52,26.74,13.22,13.2
