Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,2946.0,3432.0,2843.0,2352.0,2666.0,2989.3,2864.7,2171.9,2493.8,2781.1,2879.7,2169.3,2435.1,2884.7,2446.8,1615.1,2224.4,2488.7,2145.9,1030.2,1993.8,2582.5,2296.2,2218.4,2250.0,2500.9,2228.1,2011.9,2173.7,2263.3,1951.3,1781.8,2014.0,2484.49,2037.7,2027.33,2037.0,2410.49,5346.61,1848.72,2020.37,2287.89,2156.54,1908.98,1916.95,2278.4,2038.66,2192.35,2057.69,2174.01
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11.0,9.82,10.6,13.21,6.4,12.49,23.3,17.43,30.88,30.34,22.04,14.92,26.39,30.2,18.9,14.75,36.74,28.67
Total Income From Operations,2946.0,3432.0,2843.0,2352.0,2666.0,2989.3,2864.7,2171.9,2493.8,2781.1,2879.7,2169.3,2435.1,2884.7,2446.8,1615.1,2224.4,2488.7,2145.9,1030.2,1993.8,2582.5,2296.2,2218.4,2250.0,2500.9,2228.1,2011.9,2173.7,2263.3,1951.3,1781.8,2025.0,2494.31,2048.3,2040.54,2043.4,2422.98,5369.91,1866.15,2051.25,2318.23,2178.58,1923.9,1943.34,2308.6,2057.56,2207.1,2094.43,2202.68
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,1402.0,1493.0,1460.0,1088.0,1358.0,1308.8,1526.8,1060.1,756.8,1419.1,1739.2,1392.5,1127.8,1356.3,1167.5,1147.6,973.2,1252.1,1139.0,624.3,1135.7,1136.3,1344.7,1007.2,1113.4,1148.7,1155.2,891.4,1150.9,1112.9,1004.6,800.9,1018.0,1265.14,1134.27,1043.98,1113.3,1296.31,1135.3,1114.28,777.58,1228.73,1058.28,1007.06,965.13,1338.73,1083.62,1090.01,1088.37,1140.18
Purchase of Traded Goods,185.0,343.0,195.0,141.0,155.0,220.6,234.9,64.7,476.9,80.8,68.7,237.8,172.4,241.2,109.1,54.6,118.6,144.9,35.1,50.8,40.9,101.5,75.6,72.7,70.5,119.2,74.1,25.4,73.2,72.6,63.5,28.2,49.6,136.78,96.05,102.15,24.4,245.13,54.1,61.43,255.17,215.24,224.94,171.27,196.85,212.49,210.77,172.54,191.35,244.2
Increase/Decrease in Stocks,49.0,61.0,-97.0,77.0,-2.0,162.0,-140.7,99.7,128.6,153.1,-65.7,-349.2,118.3,14.5,88.7,-307.6,155.0,-18.5,67.7,-74.0,-23.6,198.8,-156.6,88.8,19.9,49.1,-94.7,106.4,-110.7,5.9,-45.7,132.8,63.0,23.16,-53.26,11.5,73.0,-93.59,-88.31,-86.97,50.46,-46.7,27.97,-52.25,-42.4,-151.68,-74.08,37.19,-37.29,-89.9
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,137.0,173.0,162.0,133.0,134.0,141.0,142.9,124.9,121.9,160.8,148.4,166.5,135.7,144.1,166.3,187.4,124.1,156.0,140.0,120.3,110.6,126.6,146.1,138.1,170.4,158.7,141.4,204.8,185.3,149.6,159.4,165.8,121.0,161.52,204.73,180.19,141.8,172.81,165.24,162.91,212.25,143.85,142.93,137.95,146.07,155.5,134.01,128.86,121.54,130.07
Depreciation,68.0,72.0,69.0,65.0,71.0,62.8,65.3,65.0,68.4,63.6,55.9,65.3,67.1,66.2,65.5,55.4,67.0,61.4,57.1,63.8,67.8,52.4,57.3,50.0,40.1,35.5,35.0,33.9,36.7,33.7,32.6,32.1,41.8,31.26,33.18,26.1,27.1,25.42,24.07,24.89,36.99,25.03,25.29,25.12,30.97,18.26,16.8,19.46,19.48,17.32
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,317.0,379.0,257.0,175.0,326.0,327.7,240.3,146.8,344.4,276.8,158.4,140.3,131.2,296.3,177.9,83.8,101.7,234.6,183.5,51.8,120.0,251.1,173.4,170.8,179.9,267.1,200.5,211.2,220.7,259.9,144.9,162.7,164.5,204.15,130.76,167.34,180.1,192.61,88.87,152.27,--,229.75,198.4,219.83,198.03,233.7,211.48,211.02,211.95,222.53
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,103.43,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,351.0,395.0,359.0,280.0,333.0,337.8,390.4,290.6,327.2,322.7,384.8,307.2,323.0,341.6,311.7,281.6,340.0,335.8,310.9,334.6,338.8,344.2,297.4,345.7,412.3,410.3,319.2,380.4,380.2,390.1,306.9,334.0,343.8,409.97,328.04,336.89,395.0,342.44,3701.12,273.33,627.28,309.17,292.77,295.03,1375.78,297.8,267.55,274.57,282.43,280.99
"P/L Before Other Inc. , Int., Excpt. Items & Tax",437.0,516.0,438.0,393.0,291.0,428.6,404.8,320.1,269.6,304.2,390.0,208.9,359.6,424.5,360.1,112.3,344.8,322.4,212.6,-141.4,203.6,371.6,358.3,345.1,243.5,312.3,397.4,158.4,237.4,238.6,285.1,125.3,223.3,262.33,174.53,172.39,88.7,241.85,289.52,164.01,-11.91,213.16,208.0,119.89,-927.09,203.8,207.41,273.45,216.6,257.29
