Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,33930.95,32306.1,32399.48,32959.66,36066.59,34199.01,32793.59,32341.62,33798.07,30465.29,31860.83,32021.09,36680.93,31964.25,32582.27,20798.31,20817.72,17669.53,16361.98,9338.78,14211.43,14817.34,14486.58,15812.75,18498.07,16691.22,17579.75,16154.32,15946.2,15309.94,13910.36,12835.63,15218.46,12497.6,10522.69,9058.24,10458.55,8953.6,9462.95,8986.78,10522.68,9820.7,10700.98,10377.73,12041.92,10040.37,9825.95,9363.0,10602.88,9268.19
Other Operating Income,467.89,454.35,--,--,568.19,482.89,429.58,--,477.18,--,384.16,--,--,--,--,--,384.86,296.13,--,--,--,444.7,384.6,278.57,631.48,482.65,322.29,251.14,334.74,285.84,310.57,134.99,420.46,134.25,79.08,62.24,152.63,79.81,85.82,88.53,112.21,76.08,84.09,90.53,149.3,103.01,95.09,92.39,167.65,102.12
Total Income From Operations,34398.84,32760.45,32399.48,32959.66,36634.78,34681.9,33223.17,32341.62,34275.25,30465.29,32244.99,32021.09,36680.93,31964.25,32582.27,20798.31,21202.58,17965.66,16361.98,9338.78,14211.43,15262.04,14871.18,16091.32,19129.55,17173.87,17902.04,16405.46,16280.94,15595.78,14220.93,12970.62,15638.92,12631.85,10601.77,9120.48,10611.18,9033.41,9548.77,9075.31,10634.89,9896.78,10785.07,10468.26,12191.22,10143.38,9921.04,9455.39,10770.53,9370.31
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,10588.88,11785.98,11270.37,10442.01,11725.34,11171.1,11530.13,11827.67,10948.76,12676.57,14994.74,15391.43,11438.3,9967.84,7994.25,4046.0,3899.15,3778.44,3758.1,2432.91,3934.47,3929.42,4843.12,4700.02,5162.21,5332.44,4769.16,4576.48,3998.11,4210.96,4448.98,4219.58,4247.45,3297.56,2643.85,2307.92,2158.78,2340.6,2870.93,2329.7,2713.05,3709.08,2721.71,2563.99,2743.23,2215.05,2413.92,2305.51,2418.73,2498.89
Purchase of Traded Goods,2284.89,2142.5,2537.18,2860.93,2288.32,2281.13,2532.05,2882.45,2260.32,1921.44,1341.02,1944.52,1208.41,1062.04,814.25,477.25,476.78,387.43,198.53,83.31,403.26,280.25,307.44,572.15,372.12,495.62,569.18,370.93,212.5,90.88,81.26,262.57,206.44,197.13,212.77,264.84,224.24,333.35,197.52,236.43,212.42,231.71,176.27,67.92,54.0,64.84,90.72,143.07,117.94,174.92
Increase/Decrease in Stocks,980.17,-220.13,106.61,-540.27,1186.31,-922.43,540.08,-519.79,1470.57,451.24,1498.57,-4562.44,1825.56,-1692.67,-627.52,-1016.12,-104.33,307.04,1216.22,45.19,-980.06,1325.77,-365.81,-544.3,1170.31,-927.7,-142.3,-654.64,102.0,429.04,918.89,-904.57,96.15,-488.22,159.47,-1097.05,665.14,-174.55,-141.56,-278.28,564.47,-662.0,-304.18,-343.46,296.41,36.47,-158.62,-329.44,576.12,-242.99
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,705.09,699.21,687.06,--,589.78,584.25,609.65,634.82,536.61,677.45,721.28,617.68,637.52,656.88,652.53,561.28,624.42
Employees Cost,1975.19,1955.96,1940.13,2125.07,1956.99,1866.53,1774.86,1565.45,1819.53,1609.79,1646.82,1540.15,1723.17,1553.12,1543.07,1378.28,1352.55,1340.87,1195.69,1309.71,1370.83,1035.48,1277.98,1352.33,1158.65,1312.94,1377.48,1281.99,1409.41,1146.64,1115.11,1157.69,1061.12,1202.78,1180.87,1160.36,1042.37,1130.58,1081.2,1065.74,1168.07,1167.41,1143.33,1130.26,797.52,903.95,977.33,1002.78,1035.54,883.86
Depreciation,1617.53,1555.51,1556.36,1521.58,1527.84,1507.61,1425.74,1332.29,1371.17,1370.54,1348.93,1343.97,1379.78,1360.2,1351.98,974.89,1040.95,971.08,1006.0,969.29,1002.26,979.87,970.33,967.66,952.94,939.73,923.62,986.67,934.77,913.86,912.42,966.41,1057.49,869.44,911.65,702.97,753.62,736.14,743.43,729.09,572.46,457.3,474.57,493.26,461.63,456.46,551.03,459.58,460.77,433.94
