Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,51.54,43.67,132.19,140.95,55.54,30.61,113.71,122.62,40.97,24.71,95.92,126.3,46.21,52.56,81.19,73.42,24.73,14.11,79.47,21.75,15.92,23.35,84.82,25.38,24.95,25.25,100.6,26.68,58.34,47.02,144.27,60.05,35.83,32.3,156.27,46.88,39.23,35.19,128.64,48.86,31.51,44.65,109.67,45.11,27.81,43.93,107.49,41.65,28.71,42.68
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4.26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Total Income From Operations,51.54,43.67,132.19,140.95,55.54,30.61,113.71,122.62,40.97,24.71,95.92,126.3,46.21,52.56,81.19,73.42,24.73,14.11,79.47,21.75,15.92,23.35,84.82,25.38,24.95,25.25,100.6,30.94,58.34,47.02,144.27,60.05,35.83,32.3,156.27,46.88,39.23,35.19,128.64,48.86,31.51,44.65,109.67,45.11,27.81,43.93,107.49,41.65,28.71,42.68
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,3.61,4.16,3.94,4.14,4.09,3.46,3.47,3.81,2.7,3.9,3.65,3.61,3.26,3.2,2.95,3.45,2.64,2.61,2.64,2.62,2.02,3.07,2.92,2.75,2.83,3.09,3.04,2.99,2.78,2.16,2.92,2.88,2.52,2.8,2.8,2.8,2.51,2.61,2.61,2.63,3.19,2.2,2.13,2.02,1.52,2.03,1.92,1.79,2.02,2.15
Depreciation,0.87,0.27,0.24,0.23,0.23,0.24,0.23,0.23,0.24,0.26,0.24,0.21,0.25,0.24,0.21,0.21,0.21,0.22,0.2,0.2,0.21,0.18,0.19,0.17,0.04,0.02,0.01,0.02,0.06,0.02,0.02,0.01,0.05,0.02,0.02,0.02,0.03,0.03,0.02,0.03,-0.06,0.03,0.02,0.02,0.03,0.03,0.03,0.02,0.05,0.05
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,4.6,4.73,4.93,6.98,3.33,2.58,6.21,4.65,2.66,2.07,2.9,7.25,2.56,2.47,4.36,2.18,1.71,2.13,1.47,3.41,2.65,1.61,3.43,1.01,1.51,3.46,2.59,1.61,2.78,1.3,10.39,1.58,15.25,1.31,2.44,1.26,2.48,1.16,2.52,1.23,1.11,0.96,2.35,1.12,3.52,0.99,2.51,0.98,0.86,1.2
"P/L Before Other Inc. , Int., Excpt. Items & Tax",42.46,34.51,123.08,129.6,47.89,24.33,103.8,113.93,35.37,18.48,89.13,115.23,40.14,46.65,73.67,67.58,20.17,9.15,75.16,15.52,11.04,18.49,78.28,21.45,20.57,18.68,94.96,26.32,52.71,43.54,130.94,55.58,18.01,28.17,151.0,42.8,34.21,31.39,123.49,44.98,27.27,41.46,105.18,41.95,22.74,40.87,103.03,38.85,25.77,39.29
Other Income,0.17,0.09,0.14,0.73,0.35,1.07,1.15,0.26,0.2,0.03,0.1,0.11,0.06,--,--,0.08,--,--,--,0.1,--,0.01,--,0.08,0.01,0.02,--,0.07,0.02,--,--,0.08,0.02,0.01,--,0.07,0.0,0.1,0.0,0.05,0.05,0.01,0.07,0.04,1.29,0.17,0.66,0.06,0.01,0.24
"P/L Before Int., Excpt. Items & Tax",42.63,34.6,123.22,130.33,48.24,25.4,104.95,114.19,35.57,18.51,89.23,115.34,40.2,46.65,73.67,67.66,20.17,9.15,75.16,15.62,11.04,18.5,78.28,21.53,20.58,18.7,94.96,26.39,52.73,43.54,130.94,55.65,18.02,28.18,151.0,42.87,34.21,31.49,123.49,45.03,27.32,41.47,105.25,41.99,24.03,41.05,103.69,38.91,25.78,39.53
Interest,0.04,0.04,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.03,0.02,0.02,0.04,0.03,0.04,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
P/L Before Exceptional Items & Tax,42.59,34.56,123.21,130.32,48.22,25.39,104.93,114.17,35.55,18.49,89.2,115.31,40.17,46.62,73.66,67.64,20.15,9.12,75.14,15.6,11.0,18.47,78.24,21.5,20.58,18.7,94.96,26.39,52.73,43.54,130.94,55.65,18.02,28.18,151.0,42.87,34.21,31.49,123.49,45.03,27.32,41.47,105.25,41.99,24.03,41.05,103.69,38.91,25.78,39.53
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
P/L Before Tax,42.59,34.56,123.21,130.32,48.22,25.39,104.93,114.17,35.55,18.49,89.2,115.31,40.17,46.62,73.66,67.64,20.15,9.12,75.14,15.6,11.0,18.47,78.24,21.5,20.58,18.7,94.96,26.39,52.73,43.54,130.94,55.65,18.02,28.18,151.0,42.87,34.21,31.49,123.49,45.03,27.32,41.47,105.25,41.99,24.03,41.05,103.69,38.91,25.78,39.53
Tax,7.39,0.23,22.98,17.56,12.96,1.31,-8.31,2.84,4.38,3.64,3.01,6.62,7.15,9.79,6.81,2.98,3.64,1.62,2.7,3.22,0.32,6.6,1.61,2.04,1.77,3.64,3.66,3.91,10.65,9.09,15.29,10.35,1.9,5.8,21.0,9.0,3.51,6.1,13.5,8.5,4.4,8.1,9.51,7.5,3.5,8.1,10.8,6.6,4.45,7.22
P/L After Tax from Ordinary Activities,35.2,34.33,100.23,112.76,35.26,24.08,113.24,111.33,31.17,14.85,86.19,108.69,33.02,36.83,66.85,64.66,16.51,7.5,72.44,12.38,10.68,11.87,76.63,19.46,18.81,15.06,91.3,22.48,42.08,34.45,115.65,45.3,16.12,22.38,130.0,33.87,30.7,25.39,109.99,36.53,22.92,33.37,95.73,34.49,20.53,32.95,92.89,32.31,21.33,32.31
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,35.2,34.33,100.23,112.76,35.26,24.08,113.24,111.33,31.17,14.85,86.19,108.69,33.02,36.83,66.85,64.66,16.51,7.5,72.44,12.38,10.68,11.87,76.63,19.46,18.81,15.06,91.3,22.48,42.08,34.45,115.65,45.3,16.12,22.38,130.0,33.87,30.7,25.39,109.99,36.53,22.92,33.37,95.73,34.49,20.53,32.95,92.89,32.31,21.33,32.31
