Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,11006.9,10841.4,10412.1,10472.3,10593.8,10651.4,10530.5,10474.9,10544.6,10543.1,10340.2,10166.2,9644.8,9321.5,9088.2,9530.9,10821.4,10720.3,10589.5,11664.6,11029.8,10804.5,11202.4,11675.9,11664.5,7621.9,5804.5,6019.4,6389.6,7346.0,8045.1,8015.3,8570.5,9223.78,9446.98,9416.6,8963.76,8638.14,8754.06,8338.84,7937.35,7492.63,7483.25,6886.42,6520.94,6233.24,6469.8,5933.45,5461.68,5221.87
Other Operating Income,17.4,--,--,--,--,--,45.2,--,8.3,3.3,2.7,--,--,--,--,--,3.0,3.2,4.4,7.3,--,--,6.1,38.8,14.0,16.9,22.3,14.2,2.3,3.1,9.0,16.3,1.89,1.51,2.36,18.9,7.28,3.25,1.68,18.98,5.47,1.4,1.55,63.68,2.7,1.56,1.13,32.01,5.72,4.7
Total Income From Operations,11024.3,10841.4,10412.1,10472.3,10593.8,10651.4,10575.7,10474.9,10552.9,10546.4,10342.9,10166.2,9644.8,9321.5,9088.2,9530.9,10824.4,10723.5,10593.9,11671.9,11029.8,10804.5,11208.5,11714.7,11678.5,7638.8,5826.8,6033.6,6391.9,7349.1,8054.1,8031.6,8572.39,9225.28,9449.34,9435.5,8971.04,8641.39,8755.74,8357.82,7942.82,7494.03,7484.8,6950.1,6523.64,6234.8,6470.93,5965.46,5467.4,5226.57
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,0.1,0.2,0.4,0.7,--,1.2,--,--,--,0.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,493.9,530.6,495.7,494.8,493.4,483.4,455.4,439.4,438.7,396.2,410.8,426.7,399.5,394.5,340.7,401.8,458.0,468.2,530.3,279.3,567.1,594.1,531.8,679.8,624.9,456.2,360.0,224.4,388.7,404.0,379.7,392.6,405.8,435.64,391.58,378.2,365.28,381.29,348.72,341.92,336.96,365.02,314.83,272.09,306.07,310.51,272.34,262.48,242.68,251.89
Depreciation,5483.9,5258.4,5224.5,5572.3,5445.9,5510.7,5459.4,5542.6,5721.9,5476.9,5620.8,5731.3,5550.5,5743.8,5831.9,5629.5,5638.9,5844.0,5793.8,5847.9,5692.6,6266.2,6082.1,4615.9,4717.6,2984.2,2092.7,2085.7,2124.1,2082.2,2024.0,1945.0,1921.85,1922.02,1911.2,1869.8,1522.75,1427.32,1403.41,1368.07,1369.78,1067.41,1049.75,1031.63,1058.18,972.13,1031.3,799.44,778.79,747.77
