Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,490.4,440.6,468.8,395.36,382.16,368.22,326.88,301.31,287.28,292.87,258.55,244.55,225.94,216.81,186.39,182.23,174.73,173.72,183.78,164.7,152.46,200.34,245.44,211.66,237.08,205.19,216.84,169.68,239.86,165.04,217.03,118.99,179.0,196.64,198.77,154.9,205.71,196.74,175.2,122.33,191.9,150.19,155.61,119.56,130.28,140.75,122.68,110.6,190.32,173.04
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.42,2.03,--,3.72,0.93,2.09,1.41,3.61,0.3,0.16,1.53,1.04,0.1,0.21,0.03,0.26,2.08
Total Income From Operations,490.4,440.6,468.8,395.36,382.16,368.22,326.88,301.31,287.28,292.87,258.55,244.55,225.94,216.81,186.39,182.23,174.73,173.72,183.78,164.7,152.46,200.34,245.44,211.66,237.08,205.19,216.84,169.68,239.86,165.04,217.03,118.99,179.0,198.06,200.8,154.9,209.43,197.67,177.29,123.74,195.51,150.49,155.77,121.09,131.32,140.85,122.89,110.63,190.58,175.12
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,293.5,221.4,225.9,184.38,219.48,206.24,218.75,188.7,164.67,197.13,167.17,143.55,145.58,117.52,103.63,77.24,97.61,102.85,99.43,56.7,88.78,102.76,127.55,103.05,140.16,136.81,128.32,101.51,134.34,89.42,93.27,61.35,94.36,84.22,103.27,104.67,110.61,119.16,121.24,73.85,117.54,83.7,95.53,62.0,85.55,80.48,79.33,61.48,107.48,95.61
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,-26.9,27.9,24.7,31.85,8.46,4.9,-32.81,-18.54,5.57,-23.19,-13.7,-1.8,-15.39,3.11,-3.02,21.26,-0.49,-16.34,-14.3,29.29,-5.16,2.35,3.34,17.51,3.19,-18.88,-13.09,-12.36,-11.89,-7.33,28.08,-1.87,1.49,17.44,11.54,-27.17,3.36,2.38,-24.29,-6.87,-0.58,5.15,-7.4,8.81,-14.69,3.98,-12.47,-6.13,7.39,7.29
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,45.0,44.0,43.0,39.14,35.39,35.29,34.96,36.08,30.25,28.72,26.6,25.03,24.55,22.77,22.61,21.65,20.49,19.96,19.4,20.3,23.75,23.31,24.7,22.63,23.33,23.47,23.29,21.08,20.62,19.33,22.17,17.5,18.25,17.42,15.88,22.7,14.13,14.32,15.25,19.5,14.41,13.95,14.23,17.5,13.82,12.73,13.19,16.96,13.09,12.14
Depreciation,6.0,5.3,5.1,4.98,5.05,5.28,4.91,4.68,4.78,4.71,4.57,4.7,5.06,5.02,4.99,4.95,4.94,5.0,5.16,5.07,4.93,5.03,5.14,4.98,5.26,5.27,4.79,4.78,5.33,4.68,4.07,5.03,4.16,3.68,3.4,3.56,3.54,3.39,3.53,3.53,2.52,3.92,4.0,4.06,3.25,3.24,3.23,3.14,3.07,3.09
